Channel;City;Region;Customer name;Order Date;Order ID;Department;Product Category (gender);Product Sub category;Product SKU;Product name; Distance from the warehouse ; Price ; Cost of sales ; Discount ; Order Quantity ; Sales 
Franchise;St. Marys Ward;Greater Manchester;Philosophical Rsrch Scty Bkstr;02/05/2018;4389;Clothing;Men;Tees;MS02-L-Blue;"Ryker LumaTech&trade; Tee (V-neck)-L-Blue";70;20;427;0,1;35;700
Small chain store;Broxburn, Uphall and Winchburg;West Lothian;T C E Systems Inc;02/05/2018;2853;Clothing;Men;Tees;MS02-L-Gray;"Ryker LumaTech&trade; Tee (V-neck)-L-Gray";65;24;156;0,1;25;600
Supermarket;Stanhope;County Durham;Rock Springs Petroleum Equip;02/05/2018;49607;Clothing;Men;Hoodies & Sweatshirts;MH03-XS-Blue;Bruno Compete Hoodie-XS-Blue;25;29;74,8;0,1;6;174
Local store;Weston-Super-Mare;North Somerset;Mason Insurance Agency Inc;03/05/2018;38503;Clothing;Men;Jackets;MJ10-M-Red;"Mars HeatTech&trade; Pullover-M-Red";45;43;605,4;0,1;32;1376
Local store;Prittlewell Ward;Essex;Hall, Ronald A;03/05/2018;38503;Clothing;Men;Tees;MS02-M-Black;"Ryker LumaTech&trade; Tee (V-neck)-M-Black";45;25;160;0;10;250
Franchise;Walkergate Ward;Tyne and Wear;Hungs;03/05/2018;38503;Clothing;Men;Jackets;MJ04-L-Black;Kenobi Trail Jacket-L-Black;75;43;505,3;0;47;2021
Franchise;Abbey Ward;Buckinghamshire;Allgood Industries;03/05/2018;962;Clothing;Men;Jackets;MJ07-S-Yellow;Orion Two-Tone Fitted Jacket-S-Yellow;160;61;523,4;0,1;33;2013
Supermarket;Abbey Ward;Buckinghamshire;Wa Inst For Plcy Studies;03/05/2018;27938;Clothing;Men;Hoodies & Sweatshirts;MH13-XL-Green;Marco Lightweight Active Hoodie-XL-Green;160;40;880;0,1;40;1600
Supermarket;St. Enoder;Cornwall;Howard Johnson;03/05/2018;962;Clothing;Men;Tees;MS02-M-Blue;"Ryker LumaTech&trade; Tee (V-neck)-M-Blue";30;22;351,6;0,1;47;1034
Franchise;Ryde;Isle of Wight;National Lime Association;04/05/2018;50850;Clothing;Men;Jackets;MJ11-L-Black;Typhon Performance Fleece-lined Jacket-L-Black;40;43;1.002,30;  -  ;37;1591
Franchise;Lancing;West Sussex;Harris Oldsmobile Inc;04/05/2018;51873;Clothing;Men;Jackets;MJ10-L-Orange;"Mars HeatTech&trade; Pullover-L-Orange";25;50;971,5;0;29;1450
Supermarket;Abbey Ward;Buckinghamshire;Wa Inst For Plcy Studies;04/05/2018;50850;Clothing;Men;Tees;MS02-M-Gray;"Ryker LumaTech&trade; Tee (V-neck)-M-Gray";160;9;4,5;0;2;18
Franchise;Carbrooke;Norfolk;Bremer, Duncan S Esq;05/05/2018;24452;Clothing;Men;Tees;MS01-S-Brown;Aero Daily Fitness Tee-S-Brown;205;25;126;0,1;18;450
Franchise;Parwich;Derbyshire;Mcallister & Murphy Pc;05/05/2018;11426;Clothing;Men;Tees;MS02-S-Black;"Ryker LumaTech&trade; Tee (V-neck)-S-Black";175;6;71,8;0;19;114
Small chain store;Desborough;Northamptonshire;American Fine Foods Inc;05/05/2018;17313;Clothing;Men;Pants;MP05-34-Blue;Kratos Gym Pant-34-Blue;50;41;697,4;0,1;27;1107
Small chain store;North Tawton;Devon;Jurdem, Scott Esq;05/05/2018;33696;Clothing;Men;Tees;MS02-S-Blue;"Ryker LumaTech&trade; Tee (V-neck)-S-Blue";15;8;10,2;0,1;2;16
Small chain store;Loundsley Green Ward;Derbyshire;Lindner Funds;05/05/2018;1665;Clothing;Men;Tees;MS02-S-Gray;"Ryker LumaTech&trade; Tee (V-neck)-S-Gray";55;21;300,3;0,1;26;546
Supermarket;Letchworth South West Ward;Hertfordshire;Donald, G Nelson Esq;05/05/2018;38756;Clothing;Men;Tees;MS02-XL-Black;"Ryker LumaTech&trade; Tee (V-neck)-XL-Black";35;10;141,9;0,1;43;430
Supermarket;Whittington;Shropshire;Bohs Well Drilling Inc;05/05/2018;1829;Clothing;Men;Hoodies & Sweatshirts;MH11-M-Red;Grayson Crewneck Sweatshirt -M-Red;25;39;917,3;0,1;48;1872
Supermarket;Lye and Stourbridge North Ward;West Midlands;Hughlett, Henry T Jr;05/05/2018;41253;Clothing;Men;Pants;MP06-36-Green;Mithra Warmup Pant-36-Green;25;35;94,5;0,1;5;175
Franchise;Abbey Ward;Buckinghamshire;Skuttle Mfg Co;06/05/2018;7364;Clothing;Men;Tees;MS02-XL-Blue;"Ryker LumaTech&trade; Tee (V-neck)-XL-Blue";160;11;42,9;0,1;15;165
Franchise;Parwich;Derbyshire;Rowley/hansell Petetin;06/05/2018;55525;Clothing;Men;Tees;MS02-XL-Gray;"Ryker LumaTech&trade; Tee (V-neck)-XL-Gray";175;14;6,3;0,1;1;14
Supermarket;Whittington;Shropshire;Computer Security Cnslnts Inc;06/05/2018;30759;Clothing;Men;Tees;MS02-XS-Black;"Ryker LumaTech&trade; Tee (V-neck)-XS-Black";25;22;12,3;0;2;44
Local store;Carbrooke;Norfolk;Howland Machine Corp;07/05/2018;42631;Clothing;Men;Tees;MS02-XS-Blue;"Ryker LumaTech&trade; Tee (V-neck)-XS-Blue";205;18;383,8;0,1;41;738
Local store;Newquay;Cornwall;Hering, Glenn Z Esq;07/05/2018;42631;Clothing;Men;Tees;MS02-XS-Gray;"Ryker LumaTech&trade; Tee (V-neck)-XS-Gray";95;14;110,9;0,1;22;308
Franchise;Shiney Row Ward;County Durham;Best Wstrn Host Mtr Htl Palm;07/05/2018;42631;Clothing;Men;Hoodies & Sweatshirts;MH13-S-Green;Marco Lightweight Active Hoodie-S-Green;75;30;205,2;0,1;18;540
Supermarket;Longhill Ward;Yorkshire, East (North Humbers;Inter American Press Assn;07/05/2018;42631;Clothing;Men;Tees;MS03;Balboa Persistence Tee;25;24;633,6;0,1;44;1056
Supermarket;St. Enoder;Cornwall;Cia Inspection;07/05/2018;4839;Clothing;Men;Jackets;MJ02-XL-Red;Hyperion Elements Jacket-XL-Red;30;53;610,6;0,1;24;1272
Local store;Broxburn, Uphall and Winchburg;West Lothian;Nursefinders;08/05/2018;39908;Clothing;Men;Pants;MP08-34-Blue;Zeppelin Yoga Pant-34-Blue;155;43;504,4;0,1;23;989
Supermarket;Abbey Ward;Buckinghamshire;Nelsons Trmt & Pest Cntrl Co;08/05/2018;45218;Clothing;Men;Tees;MS03-L-Gray;Balboa Persistence Tee-L-Gray;160;23;518,4;0,1;49;1127
Local store;Broxburn, Uphall and Winchburg;West Lothian;Mail Boxes Etc;09/05/2018;33317;Clothing;Men;Tees;MS03-L-Green;Balboa Persistence Tee-L-Green;155;10;77,4;0;18;180
Local store;Marldon;Devon;Plaza Gourmet Delicatessen;09/05/2018;33317;Clothing;Men;Jackets;MJ04-XS-Blue;Kenobi Trail Jacket-XS-Blue;45;44;183;0,1;13;572
Local store;Newquay;Cornwall;New River Tire Company Inc;09/05/2018;49984;Clothing;Men;Hoodies & Sweatshirts;MH03-M-Blue;Bruno Compete Hoodie-M-Blue;95;37;150,2;0;14;518
Franchise;Abbey Ward;Buckinghamshire;Fitzgerald, Edward J;09/05/2018;33317;Clothing;Men;Tees;MS03-L-Orange;Balboa Persistence Tee-L-Orange;160;23;265,7;0,1;35;805
Small chain store;Carbrooke;Norfolk;Exhibit Crafts Inc;09/05/2018;23360;Clothing;Men;Tees;MS03-M-Gray;Balboa Persistence Tee-M-Gray;205;14;205,8;0;30;420
Small chain store;Lye and Stourbridge North Ward;West Midlands;Kelly, Mark C;09/05/2018;33317;Clothing;Men;Tees;MS03-M-Green;Balboa Persistence Tee-M-Green;25;18;51,3;0;5;90
Supermarket;Abbey Ward;Buckinghamshire;Furey & Associates;09/05/2018;49984;Clothing;Men;Tees;MS03-M-Orange;Balboa Persistence Tee-M-Orange;160;24;284,2;0;32;768
Supermarket;Abbey Ward;Buckinghamshire;Milton Terry Associates;09/05/2018;56197;Clothing;Men;Hoodies & Sweatshirts;MH13-S-Blue;Marco Lightweight Active Hoodie-S-Blue;160;27;741,2;0,1;45;1215
Supermarket;Overton Ward;Lancashire;Capital Fasteners Inc;09/05/2018;56197;Clothing;Men;Jackets;MJ02-XS-Red;Hyperion Elements Jacket-XS-Red;65;53;303,2;0,1;11;583
Local store;Marldon;Devon;Bfg Federal Credit Union;10/05/2018;48772;Clothing;Men;Jackets;MJ02-M-Red;Hyperion Elements Jacket-M-Red;45;40;188;0,1;10;400
Franchise;Abbey Ward;Buckinghamshire;L Winik & Associates Inc;10/05/2018;27460;Clothing;Men;Jackets;MJ02;Hyperion Elements Jacket;160;64;1.190,40;0;31;1984
Franchise;Farnham;Surrey;Best Western Riverview Inn;10/05/2018;48772;Clothing;Men;Tees;MS03-S-Gray;Balboa Persistence Tee-S-Gray;55;23;110,4;0,1;12;276
Franchise;Parwich;Derbyshire;Cheek, John D Esq;10/05/2018;1314;Clothing;Men;Pants;MP08-36-Blue;Zeppelin Yoga Pant-36-Blue;175;40;72;  -  ;4;160
Franchise;Parwich;Derbyshire;Trico Prods Corp;10/05/2018;48772;Clothing;Men;Pants;MP12;Cronus Yoga Pant ;175;47;236,9;0,1;18;846
Franchise;Chichester;West Sussex;Frankel, Stephen;10/05/2018;48772;Clothing;Men;Jackets;MJ09-M-Yellow;Taurus Elements Shell-M-Yellow;20;40;176;0;11;440
Franchise;St. Marys Ward;Greater Manchester;Philosophical Rsrch Scty Bkstr;10/05/2018;27460;Clothing;Men;Pants;MP05-34-Black;Kratos Gym Pant-34-Black;70;38;175,6;0,1;7;266
Supermarket;Abbey Ward;Buckinghamshire;E Zaks & Co;10/05/2018;48772;Clothing;Men;Tees;MS03-S-Green;Balboa Persistence Tee-S-Green;160;9;225,7;0,1;44;396
Local store;Carbrooke;Norfolk;Nelson Wright Haworth Golf Crs;11/05/2018;13314;Clothing;Men;Jackets;MJ03-XL-Red;Montana Wind Jacket-XL-Red;205;52;1.149,20;0,1;34;1768
Local store;Carbrooke;Norfolk;Novak, Alan Paul Esq;11/05/2018;36358;Clothing;Men;Tees;MS03-S-Orange;Balboa Persistence Tee-S-Orange;205;6;77,3;0,1;28;168
Local store;Llangeler Community;Ceredigion;Radisson Suite Hotel;11/05/2018;28097;Clothing;Men;Tees;MS03-XL-Gray;Balboa Persistence Tee-XL-Gray;50;11;165,6;  -  ;43;473
Franchise;Abbey Ward;Buckinghamshire;Chemical Consultants;11/05/2018;4647;Clothing;Men;Hoodies & Sweatshirts;MH07-XL-Black;Hero Hoodie-XL-Black;160;40;421,6;0,1;34;1360
Franchise;Lancing;West Sussex;Everythings A Dollar;11/05/2018;36358;Clothing;Men;Tees;MS03-XL-Green;Balboa Persistence Tee-XL-Green;25;19;167,2;0;22;418
Franchise;Parwich;Derbyshire;Alan D Rosenburg Cpa Pc;11/05/2018;4647;Clothing;Men;Tees;MS03-XL-Orange;Balboa Persistence Tee-XL-Orange;175;18;48,6;0;6;108
Supermarket;St. Stephens Ward;Kent;Pro Img Mktng & Pub Rel Inc;11/05/2018;4647;Clothing;Men;Hoodies & Sweatshirts;MH06-S-Blue;Stark Fundamental Hoodie-S-Blue;40;29;401,9;0;33;957
Supermarket;Dee Ward;Dumfries and Galloway;Cap Gemini America;11/05/2018;4647;Clothing;Men;Tees;MS03-XS-Gray;Balboa Persistence Tee-XS-Gray;35;9;23,9;0;7;63
Local store;Letchworth South West Ward;Hertfordshire;Elliott, John W Esq;12/05/2018;43553;Clothing;Men;Tees;MS03-XS-Green;Balboa Persistence Tee-XS-Green;35;7;127,9;0,1;29;203
Franchise;Carbrooke;Norfolk;Karl May General Contractor;12/05/2018;10659;Clothing;Men;Pants;MP08-36-Green;Zeppelin Yoga Pant-36-Green;205;38;729,6;  -  ;40;1520
Franchise;Longhill Ward;Yorkshire, East (North Humbers;Dale Yoder Clu Life Hlth & Bus;12/05/2018;8132;Clothing;Men;Jackets;MJ07-M-Black;Orion Two-Tone Fitted Jacket-M-Black;25;46;846,4;0,1;46;2116
Small chain store;Carbrooke;Norfolk;Putnam Co Inc;12/05/2018;30852;Clothing;Men;Hoodies & Sweatshirts;MH07-S-Gray;Hero Hoodie-S-Gray;205;27;472,5;0;35;945
Small chain store;East Southbourne and Tuckton W;Bournemouth;Mcmahan, Ben L;12/05/2018;36609;Clothing;Men;Tees;MS03-XS-Orange;Balboa Persistence Tee-XS-Orange;20;25;72;  -  ;8;200
Supermarket;Castle Ward;West Sussex;Champagne Room;12/05/2018;8132;Clothing;Men;Hoodies & Sweatshirts;MH08-S-Brown;Oslo Trek Hoodie-S-Brown;40;45;1.194,80;0,1;45;2025
Local store;Colnbrook with Poyle;Buckinghamshire;Bilar Tool & Die Inc;13/05/2018;8353;Clothing;Men;Tees;MS04;"Gobi HeatTec&reg; Tee";55;16;185;0,1;34;544
Local store;Broxburn, Uphall and Winchburg;West Lothian;Thompson, Michael C Esq;13/05/2018;6656;Clothing;Men;Hoodies & Sweatshirts;MH05-L-Green;Hollister Backyard Sweatshirt-L-Green;155;39;1.070,60;0;45;1755
Franchise;Midway Ward;Derbyshire;Herculite Mason Supply Inc;13/05/2018;18496;Clothing;Men;Pants;MP11-32-Blue;Aether Gym Pant -32-Blue;35;36;658,8;0;30;1080
Franchise;Woodstock Ward;South Gloucestershire;Wrangle Hill Auto Auct & Slvg;13/05/2018;10048;Clothing;Men;Tees;MS04-L-Black;"Gobi HeatTec&reg; Tee-L-Black";35;9;75,6;0;21;189
Small chain store;Abbey Ward;Buckinghamshire;Portal Metal Products;13/05/2018;18496;Clothing;Men;Tees;MS04-L-Orange;"Gobi HeatTec&reg; Tee-L-Orange";160;14;198,9;0;29;406
Small chain store;Abbey Ward;Buckinghamshire;Barnett Industries Inc;13/05/2018;10048;Clothing;Men;Hoodies & Sweatshirts;MH09-XL-Green;Abominable Hoodie-XL-Green;160;45;1.262,70;0,1;46;2070
Small chain store;Loundsley Green Ward;Derbyshire;Jackson, Donald M Esq;13/05/2018;8353;Clothing;Men;Hoodies & Sweatshirts;MH12-XS-Red;Ajax Full-Zip Sweatshirt -XS-Red;55;44;246,4;0,1;16;704
Supermarket;Laindon Park Ward;Essex;In Communications Inc;13/05/2018;6656;Clothing;Men;Tees;MS04-L-Red;"Gobi HeatTec&reg; Tee-L-Red";90;20;300;0,1;50;1000
Supermarket;Abbey Ward;Buckinghamshire;Visiting Nur Assn Ctrl Jersey;13/05/2018;41793;Clothing;Men;Hoodies & Sweatshirts;MH13-S-Blue;Marco Lightweight Active Hoodie-S-Blue;160;30;936;0,1;48;1440
Local store;Broxburn, Uphall and Winchburg;West Lothian;Thompson, Michael C Esq;14/05/2018;24358;Clothing;Men;Jackets;MJ02-XS-Green;Hyperion Elements Jacket-XS-Green;155;60;1.020,60;0,1;27;1620
Local store;Bishop Auckland;County Durham;Combs Sheetmetal;14/05/2018;21286;Clothing;Men;Hoodies & Sweatshirts;MH13-XS-Lavender;Marco Lightweight Active Hoodie-XS-Lavender;30;23;132,9;  -  ;17;391
Franchise;Abbey Ward;Buckinghamshire;Engelbrecht Ackerman & Hassman;14/05/2018;263;Clothing;Men;Pants;MP09-33-Black;Livingston All-Purpose Tight-33-Black;160;45;607,5;0,1;25;1125
Small chain store;Shard End Ward;West Midlands;Best Western Caprock Inn;14/05/2018;13218;Clothing;Men;Jackets;MJ02-XL-Green;Hyperion Elements Jacket-XL-Green;120;56;594,7;0;18;1008
Supermarket;Abbey Ward;Buckinghamshire;Cash 4 Checks;14/05/2018;13218;Clothing;Men;Tees;MS04-M-Black;"Gobi HeatTec&reg; Tee-M-Black";160;10;104;0,1;16;160
Local store;Carbrooke;Norfolk;Bizerba Usa Inc;15/05/2018;3553;Clothing;Men;Tees;MS04-M-Orange;"Gobi HeatTec&reg; Tee-M-Orange";205;6;26;0,1;7;42
Franchise;Lye and Stourbridge North Ward;West Midlands;Hoolahan, Catherine G Esq;15/05/2018;59779;Clothing;Men;Tees;MS03-XS-Green;Balboa Persistence Tee-XS-Green;25;8;158,4;0;30;240
Franchise;Aldborough Ward;Greater London;Teti, Louis N Esq;15/05/2018;36131;Clothing;Men;Tees;MS04-M-Red;"Gobi HeatTec&reg; Tee-M-Red";35;7;63,7;0,1;26;182
Small chain store;St. Stephens Ward;Kent;Mouw & Celello Pc;15/05/2018;36131;Clothing;Men;Tees;MS02-L-Black;"Ryker LumaTech&trade; Tee (V-neck)-L-Black";40;19;177,8;0,1;26;494
Small chain store;Chirton Ward;Tyne & Wear;Kenyon, William R Esq;15/05/2018;36131;Clothing;Men;Hoodies & Sweatshirts;MH02-M-Purple;Teton Pullover Hoodie-M-Purple;130;22;378,4;0,1;43;946
Local store;Carbrooke;Norfolk;Max Video;16/05/2018;20614;Clothing;Men;Tees;MS04-S-Black;"Gobi HeatTec&reg; Tee-S-Black";205;6;135,4;  -  ;47;282
Local store;Carbrooke;Norfolk;K & R Associates Inc;16/05/2018;58147;Clothing;Men;Tees;MS04-S-Orange;"Gobi HeatTec&reg; Tee-S-Orange";205;17;362,4;0;41;697
Local store;Carbrooke;Norfolk;Cain, John M Esq;16/05/2018;59207;Clothing;Men;Pants;MP12-33-Black;Cronus Yoga Pant -33-Black;205;30;567;0;42;1260
Local store;Broxburn, Uphall and Winchburg;West Lothian;Sound Vision Corp;16/05/2018;38341;Clothing;Men;Tees;MS04-S-Red;"Gobi HeatTec&reg; Tee-S-Red";155;22;178,2;0,1;15;330
Local store;Cockerton West Ward;Darlington;Rowley/hansell Petetin;16/05/2018;38341;Clothing;Men;Tees;MS04-XL-Black;"Gobi HeatTec&reg; Tee-XL-Black";35;8;124,6;0,1;38;304
Local store;Conisbrough and Denaby Ward;South Yorkshire;Industrial Engineering Assocs;16/05/2018;38341;Clothing;Men;Tees;MS04-XL-Orange;"Gobi HeatTec&reg; Tee-XL-Orange";70;17;40,8;0,1;5;85
Small chain store;Loundsley Green Ward;Derbyshire;Cullen, Jack J Esq;16/05/2018;59207;Clothing;Men;Tees;MS04-XL-Red;"Gobi HeatTec&reg; Tee-XL-Red";55;6;11,3;0,1;3;18
Local store;Broxburn, Uphall and Winchburg;West Lothian;Weiss Spirt & Guyer;17/05/2018;55909;Clothing;Men;Jackets;MJ09-S-Yellow;Taurus Elements Shell-S-Yellow;155;49;70,6;0,1;3;147
Supermarket;Steornabhagh a Deas Ward;Western Isles;Horizon Air Magazine;17/05/2018;8930;Clothing;Men;Tees;MS04-XS-Black;"Gobi HeatTec&reg; Tee-XS-Black";50;15;92,4;0;14;210
Supermarket;Overton Ward;Lancashire;Capital Fasteners Inc;17/05/2018;55909;Clothing;Men;Tees;MS02-M-Black;"Ryker LumaTech&trade; Tee (V-neck)-M-Black";65;5;4,9;0;2;10
Local store;Broxburn, Uphall and Winchburg;West Lothian;Crowan, Kenneth W Esq;18/05/2018;20261;Clothing;Men;Jackets;MJ03-XS-Black;Montana Wind Jacket-XS-Black;155;44;550;0,1;25;1100
Franchise;Colnbrook with Poyle;Buckinghamshire;Lba Savings Bank;18/05/2018;20261;Clothing;Men;Tees;MS04-XS-Orange;"Gobi HeatTec&reg; Tee-XS-Orange";55;12;85,7;0;21;252
Franchise;Castle Ward;West Sussex;Rittenhouse Motor Co;18/05/2018;32355;Clothing;Men;Tees;MS04-XS-Red;"Gobi HeatTec&reg; Tee-XS-Red";40;14;420;  -  ;50;700
Small chain store;Abbey Ward;Buckinghamshire;Portal Metal Products;18/05/2018;20261;Clothing;Men;Jackets;MJ08-M-Blue;Lando Gym Jacket-M-Blue;160;45;469,8;0;36;1620
Small chain store;Loundsley Green Ward;Derbyshire;Modern Plastics Corp;18/05/2018;32355;Clothing;Men;Hoodies & Sweatshirts;MH10-L-Black;Mach Street Sweatshirt -L-Black;55;25;416,5;0;34;850
Supermarket;Abbey Ward;Buckinghamshire;Watson, Richard I Md;18/05/2018;5698;Clothing;Men;Tees;MS05;"Helios EverCool&trade; Tee";160;16;64,8;0,1;15;240
Supermarket;Abbey Ward;Buckinghamshire;Galloway Electric Co Inc;18/05/2018;20903;Clothing;Men;Tees;MS05-L-Black;"Helios EverCool&trade; Tee-L-Black";160;8;9,3;0;4;32
Supermarket;East Putney Ward;Greater London;Niagara Custombuilt Mfg Co;18/05/2018;5698;Clothing;Men;Tees;MS05-L-Blue;"Helios EverCool&trade; Tee-L-Blue";70;19;75,8;0,1;7;133
Supermarket;Catterick;North Yorkshire;Practical Periphrals;18/05/2018;2725;Clothing;Men;Tees;MS05-L-Purple;"Helios EverCool&trade; Tee-L-Purple";40;16;174,7;0;39;624
Local store;Broxburn, Uphall and Winchburg;West Lothian;Curtin, Patricia M Esq;19/05/2018;39040;Clothing;Men;Tees;MS05-M-Black;"Helios EverCool&trade; Tee-M-Black";155;15;163,8;0;26;390
Local store;Warlingham;Surrey;Gulf Atlantic Equipment Co Inc;19/05/2018;13735;Clothing;Men;Jackets;MJ11-L-Red;Typhon Performance Fleece-lined Jacket-L-Red;50;50;1.080,00;0;36;1800
Local store;Brimpton;Berkshire;Wilhelm, James E Jr;19/05/2018;38726;Clothing;Men;Tees;MS05-M-Blue;"Helios EverCool&trade; Tee-M-Blue";35;9;194;0;44;396
Franchise;Abbey Ward;Buckinghamshire;Skuttle Mfg Co;19/05/2018;28069;Clothing;Men;Tees;MS05-M-Purple;"Helios EverCool&trade; Tee-M-Purple";160;6;10,8;0,1;4;24
Franchise;Newquay;Cornwall;Smart Signs;19/05/2018;31810;Clothing;Men;Tees;MS05-S-Black;"Helios EverCool&trade; Tee-S-Black";95;15;400,2;0;46;690
Franchise;Bargate Ward;Southampton;Dworkin, Michael L;19/05/2018;25472;Clothing;Men;Tees;MS05-S-Blue;"Helios EverCool&trade; Tee-S-Blue";35;23;450,8;0;40;920
Franchise;Shard End Ward;West Midlands;Kenney Mfg Co;19/05/2018;42949;Clothing;Men;Pants;MP03-33-Blue;Geo Insulated Jogging Pant-33-Blue;35;50;833;0,1;49;2450
Small chain store;Abbey Ward;Buckinghamshire;Herr Foods Inc;19/05/2018;23170;Clothing;Men;Tees;MS05-S-Purple;"Helios EverCool&trade; Tee-S-Purple";160;10;114;0,1;20;200
Small chain store;North Tawton;Devon;Jurdem, Scott Esq;19/05/2018;42949;Clothing;Men;Jackets;MJ11-L-Red;Typhon Performance Fleece-lined Jacket-L-Red;15;62;1.537,60;0,1;40;2480
Supermarket;Abbey Ward;Buckinghamshire;Arctic Star Distributing Inc;19/05/2018;39040;Clothing;Men;Tees;MS05-XL-Black;"Helios EverCool&trade; Tee-XL-Black";160;12;40,3;0;7;84
Supermarket;New Milton;Hampshire;Wise Industries;19/05/2018;28069;Clothing;Men;Pants;MP06-32-Gray;Mithra Warmup Pant-32-Gray;35;48;23,5;0;1;48
Local store;Selston;Nottinghamshire;Lensbower, Gregory L Esq;20/05/2018;25509;Clothing;Men;Pants;MP10-36-Blue;Orestes Yoga Pant -36-Blue;100;41;458,4;0,1;43;1763
Franchise;Dunblane and Bridge of Allan W;Stirling;Portal Metal Products;20/05/2018;22818;Clothing;Men;Tees;MS05-XL-Blue;"Helios EverCool&trade; Tee-XL-Blue";25;16;127,7;0,1;19;304
Franchise;Abbey Ward;Buckinghamshire;Engelbrecht Ackerman & Hassman;20/05/2018;57666;Clothing;Men;Jackets;MJ02-XS-Green;Hyperion Elements Jacket-XS-Green;160;40;1.179,20;0,1;44;1760
Small chain store;Loundsley Green Ward;Derbyshire;Mcdonald Service Station;20/05/2018;834;Clothing;Men;Jackets;MJ02-L-Orange;Hyperion Elements Jacket-L-Orange;55;42;359,1;0;15;630
Small chain store;Loundsley Green Ward;Derbyshire;Barr, Albert S Iii;20/05/2018;46853;Clothing;Men;Tees;MS05-XL-Purple;"Helios EverCool&trade; Tee-XL-Purple";55;16;95;0;22;352
Small chain store;Loundsley Green Ward;Derbyshire;Lynema, Cliff Cpa;20/05/2018;57666;Clothing;Men;Tees;MS05-XS-Black;"Helios EverCool&trade; Tee-XS-Black";55;15;283,5;0;45;675
Small chain store;Loundsley Green Ward;Derbyshire;Alliance Construction Co Inc;20/05/2018;22818;Clothing;Men;Tees;MS05-XS-Blue;"Helios EverCool&trade; Tee-XS-Blue";55;10;220;0,1;50;500
Franchise;Abbey Ward;Buckinghamshire;Sound Vision Corp;21/05/2018;19431;Clothing;Men;Hoodies & Sweatshirts;MH04-S-Yellow;Frankie  Sweatshirt-S-Yellow;160;41;96,8;0,1;4;164
Franchise;Abbey Ward;Buckinghamshire;Cain, John M Esq;21/05/2018;55908;Clothing;Men;Tees;MS05-XS-Purple;"Helios EverCool&trade; Tee-XS-Purple";160;9;166,3;0;44;396
Franchise;Aldborough Ward;Greater London;Teti, Louis N Esq;21/05/2018;10663;Clothing;Men;Tees;MS06;Zoltan Gym Tee;35;25;610;0,1;40;1000
Small chain store;Abbey Ward;Buckinghamshire;J C S Machinery;21/05/2018;26758;Clothing;Men;Tees;MS06-L-Blue;Zoltan Gym Tee-L-Blue;160;6;110,4;0,1;46;276
Small chain store;Stroud;Hampshire;Farber, Mindy Esq;21/05/2018;26758;Clothing;Men;Tees;MS06-L-Green;Zoltan Gym Tee-L-Green;105;21;272;  -  ;37;777
Franchise;Kilmersdon;Somerset;Berick, Joseph G Esq;22/05/2018;12516;Clothing;Men;Hoodies & Sweatshirts;MH06-M-Blue;Stark Fundamental Hoodie-M-Blue;70;26;523,9;0,1;31;806
Franchise;Parwich;Derbyshire;Lbt;22/05/2018;23205;Clothing;Men;Jackets;MJ06-S-Purple;Jupiter All-Weather Trainer -S-Purple;175;64;291,8;0,1;8;512
Franchise;Darnall Ward;Yorkshire, South;Lensbower, Gregory L Esq;22/05/2018;41091;Clothing;Men;Hoodies & Sweatshirts;MH06-S-Blue;Stark Fundamental Hoodie-S-Blue;85;22;450,6;0,1;32;704
Franchise;Castle Ward;West Sussex;Rittenhouse Motor Co;22/05/2018;23205;Clothing;Men;Tees;MS06-L-Yellow;Zoltan Gym Tee-L-Yellow;40;5;100,8;0,1;32;160
Small chain store;Kirkby Stephen;Cumbria;Jackson & Heit Machine Co Inc;22/05/2018;23205;Clothing;Men;Tees;MS06-M-Blue;Zoltan Gym Tee-M-Blue;40;25;325;0;26;650
Small chain store;Midway Ward;Derbyshire;Port Delivery Systems;22/05/2018;12516;Clothing;Men;Tees;MS06-M-Green;Zoltan Gym Tee-M-Green;35;15;138,6;0;22;330
Supermarket;Marldon;Devon;Bridgeway Plan For Health;22/05/2018;5760;Clothing;Men;Tees;MS06-M-Yellow;Zoltan Gym Tee-M-Yellow;45;24;465,1;0,1;34;816
Franchise;Woodhall Farm Ward;Hertfordshire;Fred, Anthony Esq;23/05/2018;59072;Clothing;Men;Tees;MS06-S-Blue;Zoltan Gym Tee-S-Blue;45;21;15,1;0,1;2;42
Franchise;Abbey Ward;Buckinghamshire;Wa Inst For Plcy Studies;23/05/2018;29637;Clothing;Men;Jackets;MJ07-XL-Red;Orion Two-Tone Fitted Jacket-XL-Red;160;58;552,2;0,1;34;1972
Franchise;Abbey Ward;Buckinghamshire;Chomsky, Charles Esq;23/05/2018;59072;Clothing;Men;Tees;MS06-S-Green;Zoltan Gym Tee-S-Green;160;23;184,9;0;12;276
Franchise;Abbey Ward;Buckinghamshire;Wmgl 101.7 Fm;23/05/2018;3589;Clothing;Men;Tees;MS06-S-Yellow;Zoltan Gym Tee-S-Yellow;160;24;204,2;0;23;552
Franchise;Shard End Ward;West Midlands;Brady, Brad J Esq;23/05/2018;59072;Clothing;Men;Tees;MS06-XL-Blue;Zoltan Gym Tee-XL-Blue;35;8;164,2;  -  ;38;304
