Employee_ID;First Name;Last Name;Gender;State;City;Education Level;Birthdate;Hiredate;Termdate;Department;Job Title;Salary;Performance Rating
00-71762034;Kevin;Warner;Male;New York;Rochester;High School;03/08/1970;30/11/2022;;Operations;Inventory Specialist;63578;Needs Improvement
00-90783964;Ashley;Silva;Male;New York;New York City;Bachelor;26/07/2000;26/06/2022;;Operations;Operations Analyst;66465;Good
00-92778089;Steven;Taylor;Male;New York;New York City;Bachelor;21/08/1988;01/10/2018;;Operations;Logistics Coordinator;68528;Excellent
00-63015631;Richard;Clarke;Male;Michigan;Warren;High School;19/04/1984;24/05/2023;;IT;IT Support Specialist;57460;Satisfactory
00-28134687;Courtney;Padilla;Female;New York;Rochester;Bachelor;06/08/1971;01/01/2015;;Operations;Logistics Coordinator;59919;Satisfactory
00-12132081;Michelle;Jones;Male;Illinois;Naperville;Bachelor;30/10/1981;13/12/2022;;IT;IT Support Specialist;68034;Excellent
00-13599088;Hannah;Schmidt;Female;Michigan;Grand Rapids;Bachelor;14/01/1980;26/04/2017;;Sales;Sales Specialist;71532;Good
00-97206603;Ronald;Nelson;Male;New York;Rochester;Bachelor;14/08/2003;26/08/2017;;Customer Service;Customer Service Representative;62294;Good
00-82287324;Amy;Norton;Male;New York;New York City;Bachelor;08/04/1995;02/11/2017;;Finance;Financial Analyst;99444;Excellent
00-72199925;Gail;Oliver;Male;New York;New York City;Bachelor;10/07/1991;11/05/2017;;Sales;Sales Representative;71746;Good
00-25630838;Jill;Brown;Female;New York;Rochester;Bachelor;26/01/1989;20/12/2017;;Sales;Sales Representative;56649;Satisfactory
00-69762583;Emily;Barron;Male;Pennsylvania;Philadelphia;Master;28/12/1965;13/02/2024;;IT;Software Developer;90033;Excellent
00-70333053;Patrick;Marshall;Male;New York;Buffalo;Bachelor;31/05/1984;16/01/2020;;Marketing;Marketing Coordinator;63880;Satisfactory
00-86427662;Michael;Thompson;Female;New York;New York City;Bachelor;21/10/1980;06/08/2023;;Marketing;Content Creator;61377;Excellent
00-54808596;Janet;Castro;Female;New York;Rochester;High School;29/07/1998;28/10/2015;;IT;IT Support Specialist;61018;Satisfactory
00-67953597;Jamie;Zavala;Male;Ohio;Cleveland;Bachelor;03/05/1984;02/04/2024;;Customer Service;Help Desk Technician;74268;Good
00-87666600;Amber;Banks;Male;New York;New York City;Bachelor;10/06/1985;13/10/2020;;Operations;Operations Analyst;77573;Needs Improvement
00-14968366;Sheila;Carpenter;Female;New York;Rochester;Bachelor;30/05/1997;30/09/2019;;Operations;Logistics Coordinator;59548;Good
00-89327948;Jason;Mcgee;Male;North Carolina;Charlotte;Bachelor;24/03/1965;29/03/2022;;Operations;Logistics Coordinator;77942;Excellent
00-75485030;Luke;Hurst;Female;New York;Rochester;Master;04/12/1980;15/07/2017;;Sales;Sales Consultant;84663;Excellent
00-12552775;Erin;Ramirez;Male;New York;New York City;High School;28/01/1973;25/01/2019;;Customer Service;Support Specialist;65328;Satisfactory
00-18524244;Nathan;Chavez;Male;New York;Buffalo;Master;08/08/1989;14/07/2017;;Operations;Operations Analyst;66094;Good
00-73530347;Alisha;Martinez;Male;New York;New York City;Bachelor;01/06/2001;02/10/2016;;Sales;Sales Specialist;62428;Needs Improvement
00-56541891;Amanda;Bryan;Male;New York;New York City;High School;24/05/1972;16/12/2019;;Customer Service;Support Specialist;56264;Satisfactory
00-31653807;Kelly;Oliver;Male;Michigan;Grand Rapids;High School;16/07/1999;07/11/2017;;Operations;Inventory Specialist;62432;Satisfactory
00-56150415;Emily;Steele;Female;North Carolina;Greensboro;Bachelor;05/04/1973;09/12/2019;;IT;Software Developer;98869;Satisfactory
00-88874216;Cameron;Mcclain;Male;North Carolina;Greensboro;Bachelor;03/09/1998;27/06/2023;;Operations;Logistics Coordinator;64914;Good
00-98175428;Christopher;Myers;Female;New York;Rochester;Bachelor;26/03/1989;11/03/2019;;Marketing;Marketing Coordinator;71459;Needs Improvement
00-62394739;Keith;Frye;Male;Michigan;Grand Rapids;High School;31/07/1971;12/02/2024;;Customer Service;Support Specialist;68672;Satisfactory
00-58352683;Fred;Rodriguez;Male;New York;New York City;High School;10/05/1976;27/02/2023;;Customer Service;Customer Service Representative;54351;Needs Improvement
00-37811066;Tyler;Golden;Female;Ohio;Cleveland;PhD;21/10/1990;22/07/2017;;Sales;Sales Specialist;63814;Excellent
00-99530801;Stephanie;Johnson;Female;Michigan;Detroit;Master;01/02/1997;11/06/2019;;Operations;Operations Analyst;79664;Excellent
00-30980122;Tara;Weaver;Female;New York;Rochester;Bachelor;24/02/1970;21/02/2021;;Operations;Inventory Specialist;61049;Good
00-65832475;Thomas;Fisher;Male;New York;New York City;Master;05/11/1984;13/10/2024;;IT;IT Manager;112233;Excellent
00-41503438;Deanna;Carter;Female;New York;New York City;High School;17/07/1981;25/01/2017;;IT;IT Support Specialist;63270;Satisfactory
00-58155542;Andrew;Pham;Female;North Carolina;Charlotte;Bachelor;02/09/1960;21/11/2023;;Customer Service;Support Specialist;54094;Excellent
00-31287665;Stacey;Newman;Female;New York;Rochester;Bachelor;21/02/1976;09/06/2017;;Operations;Inventory Specialist;57356;Good
00-18545050;Beth;Rios;Female;New York;New York City;Bachelor;02/04/1979;02/11/2018;;Operations;Inventory Specialist;59995;Excellent
00-40425851;Mark;Watkins;Female;New York;Rochester;Bachelor;03/01/1992;27/09/2016;;Sales;Sales Representative;72169;Good
00-44604301;Alyssa;Kelley;Male;Pennsylvania;Allentown;High School;16/11/1989;26/06/2024;;IT;IT Support Specialist;57158;Excellent
00-16264794;Kevin;Anderson;Female;New York;Buffalo;Bachelor;13/10/1987;03/11/2023;;IT;Software Developer;81261;Excellent
00-30290817;Kirk;Mccormick;Female;New York;Rochester;Bachelor;25/08/1999;30/03/2023;;Customer Service;Support Specialist;53876;Satisfactory
00-99856875;Todd;Arellano;Female;New York;Buffalo;Master;23/11/1995;25/10/2016;;Sales;Sales Consultant;81954;Excellent
00-71355706;Megan;Hernandez;Male;New York;New York City;Bachelor;28/03/1991;20/04/2024;;HR;HR Assistant;65330;Satisfactory
00-91949659;Stephen;Jackson;Female;West Virginia;Huntington;Bachelor;06/03/1997;25/12/2021;;Customer Service;Support Specialist;53610;Needs Improvement
00-85493830;Eugene;Nichols;Female;Pennsylvania;Philadelphia;Bachelor;26/01/2000;12/03/2015;;Marketing;Marketing Coordinator;64373;Satisfactory
00-94547252;Teresa;Franco;Female;New York;Buffalo;Bachelor;13/09/2002;26/09/2016;;Sales;Sales Specialist;76325;Needs Improvement
00-31076551;Rebecca;Bauer;Male;New York;New York City;Bachelor;03/06/1986;04/03/2022;;Customer Service;Help Desk Technician;91629;Good
00-77900294;John;Williams;Female;New York;New York City;High School;19/02/2002;02/05/2020;;Customer Service;Support Specialist;55160;Satisfactory
00-96851348;Autumn;Alexander;Female;New York;Buffalo;Bachelor;03/04/1968;24/05/2018;;IT;IT Support Specialist;62933;Satisfactory
00-37097261;Jack;Hart;Female;New York;Buffalo;High School;28/09/1984;14/01/2019;;Customer Service;Customer Service Representative;60966;Satisfactory
00-10884169;Elizabeth;Spence;Female;New York;New York City;Bachelor;03/12/1967;27/02/2017;;Sales;Sales Representative;69161;Good
00-48488047;Nathan;Fernandez;Male;New York;New York City;Bachelor;02/05/1972;04/03/2020;;Finance;Accounts Payable Specialist;68981;Good
00-59987561;Amanda;Martinez;Male;Illinois;Naperville;PhD;24/03/1982;10/01/2022;;Sales;Sales Consultant;80067;Excellent
00-94482060;Richard;Porter;Male;New York;New York City;Bachelor;17/02/1971;26/02/2022;;Operations;Operations Manager;112670;Satisfactory
00-81088456;Stacie;Reilly;Male;New York;New York City;Bachelor;29/06/1992;02/03/2019;;Operations;Logistics Coordinator;70480;Good
00-67555628;Adam;Rodgers;Male;Michigan;Detroit;High School;03/04/1993;17/07/2019;;Customer Service;Support Specialist;56549;Excellent
00-79277190;Mark;Thornton;Male;Pennsylvania;Pittsburgh;Bachelor;29/01/1979;04/07/2023;;Operations;Inventory Specialist;64248;Satisfactory
00-69401906;Paula;Montes;Male;New York;Rochester;Bachelor;17/03/1965;20/10/2017;;Customer Service;Help Desk Technician;78699;Satisfactory
00-79437366;Tina;Berry;Male;New York;Buffalo;High School;09/09/1978;27/02/2024;;HR;Recruiter;70161;Excellent
00-52252354;Lauren;Chandler;Female;New York;New York City;Bachelor;20/09/2001;25/12/2019;;IT;System Administrator;74756;Satisfactory
00-18250139;Scott;Norris;Female;New York;Rochester;Bachelor;23/10/1997;12/10/2019;;Sales;Sales Specialist;58715;Satisfactory
00-96096076;Timothy;Williams;Female;New York;New York City;PhD;06/02/1964;21/09/2017;;Sales;Sales Specialist;97028;Excellent
00-94772931;Andrea;Parker;Female;New York;Buffalo;Master;12/01/1983;04/06/2024;;Sales;Sales Specialist;72948;Excellent
00-49691460;Christina;Robinson;Male;New York;Rochester;Bachelor;14/10/1991;19/05/2019;;IT;Software Developer;104561;Good
00-84304333;Christopher;Brown;Female;New York;Buffalo;PhD;09/05/1980;07/09/2023;;Sales;Sales Specialist;82940;Excellent
00-52103461;James;Fox;Male;New York;Buffalo;PhD;30/10/1990;31/10/2023;;Sales;Sales Specialist;61100;Excellent
00-47551535;Shari;Ramirez;Female;West Virginia;Morgantown;High School;12/02/1990;09/01/2023;;Customer Service;Customer Service Representative;55971;Satisfactory
00-64215650;Christopher;Atkinson;Male;New York;New York City;Bachelor;22/03/1961;20/09/2019;;IT;Software Developer;94170;Satisfactory
00-93800137;Emily;Miller;Male;Illinois;Aurora;Bachelor;12/05/1983;18/07/2023;;IT;Software Developer;99161;Good
00-56338752;Preston;Henry;Male;New York;Rochester;Bachelor;03/12/1988;23/08/2023;;Operations;Operations Analyst;84985;Satisfactory
00-36480587;Cassie;Harding;Male;New York;New York City;High School;01/09/1987;19/12/2023;;Customer Service;Help Desk Technician;55398;Satisfactory
00-82133102;Elizabeth;Sanders;Male;New York;Rochester;Master;13/06/1966;06/10/2018;;IT;System Administrator;83605;Good
00-26912191;Melissa;Wood;Female;New York;New York City;Bachelor;28/02/2003;24/05/2020;;IT;IT Support Specialist;61422;Good
00-38686961;Alexander;Cooper;Female;North Carolina;Charlotte;Bachelor;19/10/1984;29/04/2016;;Sales;Sales Representative;59086;Satisfactory
00-79972515;Tiffany;Sawyer;Male;North Carolina;Raleigh;Master;21/12/1995;04/02/2018;;IT;System Administrator;90525;Excellent
00-13143613;Jason;Barron;Female;West Virginia;Morgantown;High School;10/05/1991;15/10/2015;;Operations;Inventory Specialist;56933;Satisfactory
00-44720808;Victoria;Lara;Female;Virginia;Virginia Beach;Bachelor;02/12/1965;23/04/2017;;Operations;Logistics Coordinator;57667;Satisfactory
00-66739991;Frank;Luna;Male;New York;New York City;Bachelor;27/03/2003;14/12/2024;;Sales;Sales Representative;68718;Needs Improvement
00-18045780;Rodney;Mosley;Male;Michigan;Detroit;Bachelor;13/08/1969;24/02/2023;;IT;Software Developer;120359;Satisfactory
00-78115413;Mary;Harper;Female;New York;Rochester;Bachelor;12/10/1995;25/02/2018;;Operations;Logistics Coordinator;57497;Satisfactory
00-97370696;Jared;Wells;Female;New York;New York City;Master;30/01/1998;02/12/2024;;Operations;Operations Analyst;81564;Excellent
00-86830962;Alicia;Rogers;Female;New York;New York City;Bachelor;20/09/1990;29/12/2022;;Operations;Inventory Specialist;58330;Satisfactory
00-41688446;Susan;Avila;Male;New York;New York City;High School;31/08/1980;04/02/2023;;Customer Service;Support Specialist;58664;Satisfactory
00-94254420;Adam;Fowler;Female;New York;Buffalo;High School;23/05/1968;17/04/2022;;Customer Service;Support Specialist;62953;Needs Improvement
00-57021454;Robert;Peters;Female;New York;New York City;High School;16/10/1973;03/10/2017;;Operations;Inventory Specialist;66407;Excellent
00-86875315;Ashley;Melendez;Female;New York;Buffalo;High School;18/08/1986;19/03/2022;;Operations;Inventory Specialist;60157;Satisfactory
00-79748476;Jacob;James;Male;Pennsylvania;Allentown;Bachelor;31/08/1987;04/08/2022;;Operations;Inventory Specialist;66944;Good
00-79316990;Tracy;Carson;Male;New York;New York City;Master;30/09/1993;27/04/2020;;Operations;Operations Analyst;60854;Excellent
00-23151704;Mary;Torres;Female;Michigan;Warren;High School;02/03/1997;06/08/2017;;Marketing;SEO Specialist;56352;Satisfactory
00-65304811;Jodi;Walker;Male;New York;Buffalo;Bachelor;19/06/1977;03/11/2016;;Operations;Logistics Coordinator;70155;Satisfactory
00-27456803;Aaron;Baker;Female;New York;Buffalo;High School;11/09/1987;06/09/2019;;Operations;Inventory Specialist;60313;Satisfactory
00-59565830;Mary;Kennedy;Male;New York;Buffalo;High School;19/10/1971;11/09/2022;;Marketing;Content Creator;66697;Excellent
00-85023475;Elizabeth;Roberts;Male;New York;Rochester;Bachelor;03/02/1983;10/03/2020;;HR;HR Coordinator;60998;Excellent
00-45392370;Travis;Watts;Female;New York;New York City;PhD;07/11/1983;05/04/2020;;Sales;Sales Specialist;84070;Excellent
00-69066531;Anthony;Hubbard;Female;Pennsylvania;Allentown;Bachelor;08/05/1982;11/07/2022;;Customer Service;Help Desk Technician;68055;Needs Improvement
00-65958370;Virginia;Jones;Female;New York;New York City;Bachelor;24/12/1995;17/10/2023;;Operations;Logistics Coordinator;62383;Good
00-27062291;Michael;Castillo;Female;Pennsylvania;Pittsburgh;Bachelor;19/12/2002;19/06/2019;;Marketing;Content Creator;60403;Good
00-78878589;Miranda;Burton;Female;New York;New York City;High School;06/02/1971;04/07/2023;;Customer Service;Customer Service Representative;61120;Satisfactory
00-38540398;Terri;Cardenas;Female;New York;New York City;High School;09/04/1997;25/05/2019;;IT;IT Support Specialist;58578;Satisfactory
00-31050667;William;Johnston;Male;New York;Buffalo;Bachelor;03/11/1970;24/11/2024;;Operations;Logistics Coordinator;68802;Satisfactory
00-90745413;Jordan;Perkins;Female;New York;Buffalo;Bachelor;09/10/1999;26/02/2023;;Operations;Logistics Coordinator;60747;Good
00-59604988;Luis;Johns;Female;New York;Rochester;High School;20/05/2002;22/02/2020;;Marketing;Content Creator;59852;Excellent
00-30576183;Michael;Brown;Female;Virginia;Richmond;Bachelor;29/04/2001;20/05/2016;;Sales;Sales Representative;58894;Good
00-50702879;Robert;Barr;Male;New York;Rochester;High School;10/12/2002;19/05/2017;;Customer Service;Help Desk Technician;72601;Satisfactory
00-29175605;Brandon;Carter;Male;New York;New York City;Bachelor;10/08/1993;06/09/2017;;Customer Service;Customer Service Representative;69872;Excellent
00-16529832;Sharon;Palmer;Female;New York;New York City;Bachelor;07/02/1986;24/10/2024;;Marketing;Content Creator;60110;Good
00-38934853;Courtney;Duran;Female;New York;New York City;Bachelor;11/03/1998;21/08/2017;;Customer Service;Customer Service Representative;55440;Needs Improvement
00-10279945;Karen;Stephens;Female;New York;Rochester;High School;28/04/1961;04/12/2016;;HR;Recruiter;70509;Satisfactory
00-15997180;Leslie;Kirk;Male;New York;Rochester;Bachelor;05/09/2002;07/11/2019;;Finance;Accountant;75645;Needs Improvement
00-85935555;Kevin;Jennings;Male;Michigan;Detroit;Bachelor;07/12/1976;25/09/2019;;Sales;Sales Representative;75555;Satisfactory
00-60641104;Michael;Ferguson;Male;New York;Rochester;Bachelor;10/08/1987;17/05/2019;;Operations;Logistics Coordinator;67254;Good
00-91296981;Madeline;Smith;Male;Michigan;Warren;PhD;26/03/1974;21/07/2017;;Sales;Sales Consultant;84439;Excellent
00-95424250;Juan;Maxwell;Female;New York;Buffalo;Bachelor;17/09/1991;10/06/2019;;Operations;Inventory Specialist;55657;Good
00-70273791;Matthew;Bartlett;Male;New York;Buffalo;Bachelor;29/12/1981;09/02/2017;;IT;IT Support Specialist;70402;Satisfactory
00-21987653;Jeffery;Gordon;Male;Virginia;Virginia Beach;Bachelor;07/03/1988;19/11/2023;;Customer Service;Support Specialist;70280;Satisfactory
00-64979383;Jacob;Prince;Female;North Carolina;Raleigh;Master;22/04/1985;27/08/2018;;IT;Software Developer;84328;Good
00-82611046;Hannah;Cisneros;Male;New York;Rochester;Bachelor;21/08/1983;25/11/2015;;Operations;Logistics Coordinator;71423;Good
00-47228655;Amanda;Arnold;Female;New York;Buffalo;Bachelor;05/02/2004;21/10/2021;;Operations;Logistics Coordinator;52889;Excellent
00-13329148;Leah;Butler;Male;Illinois;Chicago;High School;23/05/2000;21/12/2020;;HR;Recruiter;60892;Excellent
00-85302098;Charles;Fuentes;Male;New York;New York City;Bachelor;19/05/1990;25/12/2021;;Operations;Operations Analyst;67546;Good
00-21428912;Andre;Bailey;Female;New York;New York City;High School;09/10/1994;26/09/2017;;Customer Service;Support Specialist;56075;Excellent
00-87424245;Michael;Montoya;Female;Michigan;Warren;Bachelor;03/02/1973;12/12/2022;;Sales;Sales Specialist;71450;Satisfactory
00-35420283;Vanessa;Mills;Female;Michigan;Detroit;Bachelor;23/12/1996;13/05/2022;;Operations;Operations Analyst;80379;Satisfactory
00-26144134;Gerald;Torres;Male;New York;New York City;Bachelor;07/11/1976;17/10/2022;;Sales;Sales Representative;73670;Satisfactory
00-12546591;Lisa;Walker;Male;New York;Rochester;Bachelor;24/01/1972;29/11/2017;;Operations;Inventory Specialist;71935;Good
00-87786253;Heather;Watts;Male;New York;New York City;Bachelor;26/07/1981;30/04/2019;;Marketing;Marketing Coordinator;74580;Good
00-53007542;David;Anderson;Female;New York;New York City;High School;21/04/1963;31/01/2019;;Marketing;Content Creator;58511;Needs Improvement
00-13122340;Roger;Hines;Male;New York;Buffalo;High School;02/11/1989;13/02/2018;;Operations;Inventory Specialist;59278;Satisfactory
00-13228867;Chris;Hampton;Female;New York;Rochester;Bachelor;13/04/1982;22/10/2023;;Customer Service;Customer Service Representative;65149;Good
00-44517819;Ryan;Gonzalez;Female;New York;Buffalo;Master;03/12/2000;13/01/2016;;Operations;Operations Analyst;74419;Excellent
00-32569515;Laura;Palmer;Female;New York;Rochester;Bachelor;16/08/1970;24/01/2017;;Operations;Inventory Specialist;57270;Good
00-22029742;Taylor;Kerr;Male;New York;New York City;Master;09/11/1993;17/01/2017;;IT;Software Developer;77893;Excellent
00-32708438;Carl;Contreras;Male;New York;New York City;Bachelor;24/10/1976;20/10/2016;;Operations;Logistics Coordinator;73722;Excellent
00-13646855;Colin;Martinez;Male;New York;Rochester;Master;12/04/1981;22/08/2022;;Finance;Financial Analyst;67876;Good
00-23253224;Jamie;Santana;Female;New York;New York City;Bachelor;18/09/1996;13/03/2018;;Operations;Inventory Specialist;54308;Good
00-44619354;Ellen;Johnson;Female;New York;New York City;Bachelor;12/12/1990;26/02/2018;;Operations;Operations Analyst;77757;Good
00-37187070;Meghan;Mcmahon;Female;Michigan;Detroit;Bachelor;23/09/1975;14/08/2017;;Marketing;Marketing Coordinator;73338;Good
00-41741300;Michael;Martin;Female;New York;Rochester;Bachelor;26/08/1965;13/07/2020;;Finance;Accounts Payable Specialist;60247;Good
00-25445960;Kimberly;Austin;Female;New York;Buffalo;High School;23/07/1997;16/07/2017;;IT;IT Support Specialist;60712;Satisfactory
00-84238655;Ashley;Garcia;Female;Ohio;Cincinnati;Bachelor;05/06/1964;13/08/2019;;Customer Service;Customer Service Representative;61152;Needs Improvement
00-64692890;Kathryn;Rice;Female;New York;New York City;Bachelor;24/04/1990;05/10/2021;;Operations;Operations Manager;96706;Good
00-84366722;James;Campbell;Male;New York;Rochester;Bachelor;06/02/1977;16/12/2024;;Operations;Logistics Coordinator;64605;Needs Improvement
00-43059986;Karen;Smith;Male;New York;Rochester;High School;04/04/1980;09/10/2022;;Customer Service;Help Desk Technician;77649;Satisfactory
00-26853900;Corey;Lewis;Male;New York;Buffalo;Bachelor;19/11/1974;15/07/2018;;Marketing;SEO Specialist;97107;Needs Improvement
00-21261988;Melissa;Wells;Female;Ohio;Cincinnati;High School;24/11/1979;29/09/2023;;Operations;Inventory Specialist;64972;Satisfactory
00-29108179;Bridget;Gonzales;Male;New York;Rochester;Bachelor;13/10/1998;11/02/2018;;Operations;Logistics Coordinator;64020;Good
00-42905017;Henry;Kelly;Male;New York;Rochester;Bachelor;14/12/1990;27/05/2020;;Marketing;SEO Specialist;92180;Good
00-70631785;Roger;Palmer;Male;New York;Buffalo;High School;23/11/1984;08/06/2015;;Customer Service;Help Desk Technician;60275;Satisfactory
00-93312959;Daniel;Rollins;Male;Michigan;Detroit;Bachelor;26/05/1983;18/02/2017;;Sales;Sales Representative;82011;Good
00-18076555;Steven;Stone;Female;New York;Buffalo;Master;17/05/2004;11/07/2024;;Operations;Operations Analyst;74633;Good
00-90244451;Kathryn;Bush;Female;Michigan;Grand Rapids;Master;08/12/2002;05/08/2017;;IT;Software Developer;86072;Good
00-57166514;Jennifer;Miller;Female;New York;Buffalo;Master;09/05/1989;11/07/2023;;IT;Software Developer;92162;Good
00-78495121;Darrell;Campbell;Male;New York;New York City;Bachelor;16/01/1990;22/08/2017;;IT;IT Support Specialist;65151;Satisfactory
00-81684250;Jill;Mcdaniel;Male;New York;Rochester;Bachelor;14/09/1988;22/11/2020;;Marketing;Marketing Coordinator;63812;Good
00-63056925;Scott;Spencer;Male;New York;Buffalo;Bachelor;27/08/1974;23/04/2022;;Customer Service;Support Specialist;70426;Needs Improvement
00-84689357;Traci;Patterson;Female;New York;Rochester;High School;25/07/1986;28/11/2024;;Operations;Inventory Specialist;60313;Satisfactory
00-91932582;Chad;Randall;Female;New York;New York City;Bachelor;21/03/1974;03/07/2020;;Sales;Sales Consultant;96360;Satisfactory
00-55987725;Sheila;Richardson;Female;New York;Rochester;High School;02/05/2000;05/01/2021;;Customer Service;Help Desk Technician;59941;Satisfactory
00-46643203;Yolanda;Vasquez;Female;Michigan;Detroit;Bachelor;01/02/1976;10/02/2017;;Sales;Sales Specialist;56852;Good
00-38269460;Randy;Mills;Male;Illinois;Chicago;Bachelor;30/10/1973;20/09/2019;;Sales;Sales Consultant;106511;Good
00-12130654;Christopher;Thomas;Male;New York;Rochester;Bachelor;19/03/1992;04/06/2024;;Finance;Accountant;70826;Good
00-10274812;Heather;Madden;Female;New York;Rochester;Bachelor;01/04/1972;15/10/2021;;Operations;Inventory Specialist;67571;Good
00-33291610;Sara;Levine;Female;New York;Rochester;Master;16/01/1994;26/01/2019;;Operations;Operations Analyst;77833;Excellent
00-75629343;Michael;Gonzalez;Male;Michigan;Warren;Bachelor;28/12/1965;19/03/2022;;Finance;Accountant;78461;Good
00-97120361;Brooke;Ewing;Female;New York;New York City;Bachelor;17/08/1974;17/02/2022;;Marketing;Content Creator;62873;Good
00-69750614;Jesse;Coleman;Male;New York;Buffalo;Bachelor;04/02/1980;13/07/2022;;Marketing;Marketing Coordinator;81534;Satisfactory
00-60516391;Joshua;Reeves;Male;New York;New York City;Bachelor;11/04/1963;14/08/2023;;Sales;Sales Representative;73067;Good
00-33781587;Brittney;Avila;Male;New York;Buffalo;Bachelor;31/01/1982;08/11/2023;;Operations;Operations Analyst;87536;Good
00-26745522;Dawn;Ross;Male;Michigan;Grand Rapids;Bachelor;30/08/1970;04/07/2019;;Sales;Sales Representative;84208;Satisfactory
00-11256721;Elizabeth;Clements;Male;New York;New York City;Bachelor;18/09/1969;08/07/2017;;Sales;Sales Representative;71098;Needs Improvement
00-47733231;William;Hernandez;Female;New York;New York City;High School;27/08/1984;26/06/2022;;Customer Service;Help Desk Technician;77684;Satisfactory
00-35704262;Daniel;King;Female;New York;Buffalo;Bachelor;28/04/1979;12/07/2016;;Customer Service;Help Desk Technician;55994;Good
00-50691933;Jerry;Dunlap;Male;New York;New York City;Master;04/03/2002;12/01/2023;;IT;Software Developer;84382;Excellent
00-76277877;Cory;Brown;Male;New York;Rochester;Bachelor;08/11/1981;27/01/2024;;Customer Service;Customer Service Representative;66704;Good
00-76147579;Tyrone;Johnson;Male;New York;Buffalo;PhD;11/01/1989;11/03/2023;;Sales;Sales Consultant;90470;Excellent
00-38063091;Patrick;Shelton;Male;New York;Buffalo;Bachelor;17/02/1994;01/03/2015;;Sales;Sales Specialist;89143;Good
00-24890990;Kevin;Hanson;Male;New York;Rochester;Master;02/10/1979;23/10/2023;;Sales;Sales Manager;87005;Good
00-76305077;Charles;Walton;Male;New York;Buffalo;High School;26/04/1994;26/10/2017;;IT;IT Support Specialist;61313;Satisfactory
00-85927914;Travis;Owens;Male;New York;New York City;Bachelor;18/12/1994;25/04/2022;;Customer Service;Support Specialist;66268;Good
00-33559082;Ebony;Henry;Female;New York;Rochester;PhD;06/06/1983;11/04/2016;;Finance;Financial Analyst;82358;Excellent
00-18730772;Amy;Pacheco;Female;North Carolina;Greensboro;Bachelor;10/10/1966;28/07/2016;;IT;IT Support Specialist;58796;Good
00-40596967;Amy;Cisneros;Male;Michigan;Warren;Bachelor;03/06/1991;13/01/2023;;IT;IT Support Specialist;66431;Satisfactory
00-46819677;Vicki;Beard;Male;New York;Rochester;PhD;17/03/1995;16/02/2017;;Sales;Sales Specialist;82209;Excellent
00-81530199;Patrick;Edwards;Male;New York;New York City;Bachelor;02/03/1985;27/05/2021;;IT;IT Support Specialist;64304;Satisfactory
00-70924933;Scott;Johnson;Female;New York;Buffalo;Bachelor;26/03/1992;10/03/2015;;Sales;Sales Representative;59123;Good
00-97245556;Angela;Dalton;Male;New York;Rochester;PhD;20/09/1970;27/04/2016;;Sales;Sales Consultant;93448;Excellent
00-64609958;Nicole;Martin;Male;New York;Buffalo;Bachelor;25/09/1970;17/06/2017;;Finance;Accountant;80496;Good
00-72624210;Dennis;Baldwin;Female;New York;New York City;Bachelor;30/03/2000;08/07/2020;;Operations;Operations Manager;81188;Good
00-15833729;Kathryn;Carroll;Male;New York;New York City;Bachelor;17/06/1999;10/07/2023;;Sales;Sales Representative;62464;Good
00-47303539;Donna;Jennings;Male;New York;Rochester;Bachelor;12/10/2002;10/08/2024;;Operations;Inventory Specialist;63560;Needs Improvement
00-52445278;Terry;Hart;Male;New York;Rochester;Bachelor;28/02/1983;02/03/2015;;Operations;Inventory Specialist;70794;Good
00-20980204;William;Myers;Female;New York;Rochester;Bachelor;06/06/1974;12/07/2023;;Operations;Logistics Coordinator;64787;Excellent
00-40283277;Brittany;Gray;Female;New York;Buffalo;High School;11/01/1983;19/09/2024;;Customer Service;Support Specialist;59432;Satisfactory
00-43552306;Michael;Levine;Female;New York;Buffalo;Master;31/07/1988;05/05/2017;;Sales;Sales Specialist;68898;Good
00-18434795;Bryan;Garza;Female;Michigan;Warren;Master;17/12/1993;19/02/2021;;Operations;Operations Analyst;72172;Excellent
00-74420002;Mary;Bailey;Male;New York;Buffalo;Bachelor;06/09/1997;16/10/2019;;Sales;Sales Representative;79093;Needs Improvement
00-94060174;Brandy;Hubbard;Male;North Carolina;Charlotte;PhD;27/10/1962;30/08/2024;;Sales;Sales Specialist;85385;Excellent
00-24474127;Matthew;Davis;Male;New York;New York City;Bachelor;20/11/1975;15/05/2019;;Operations;Logistics Coordinator;71853;Needs Improvement
00-17305854;Victoria;Jenkins;Male;New York;Buffalo;PhD;28/07/1986;22/01/2023;;Sales;Sales Specialist;83332;Excellent
00-41775196;Donna;Wright;Female;Pennsylvania;Pittsburgh;Bachelor;05/03/1966;08/09/2024;;Sales;Sales Representative;59516;Good
00-68858430;Larry;Miller;Male;Michigan;Grand Rapids;High School;09/04/1981;25/09/2022;;Marketing;Content Creator;65781;Satisfactory
00-87703269;Cameron;Torres;Male;Pennsylvania;Philadelphia;High School;28/05/1982;11/05/2016;;Marketing;SEO Specialist;62318;Satisfactory
00-60653117;Geoffrey;Ryan;Male;New York;New York City;PhD;13/06/1977;15/01/2018;;Sales;Sales Consultant;64397;Excellent
00-27117564;Steven;Boyer;Female;North Carolina;Raleigh;Bachelor;18/11/1999;08/08/2016;;Marketing;SEO Specialist;81943;Good
