Category,City,Country.Region,Customer.Name,Discount..bin.,Manufacturer,Order.Date,Order.ID,Postal.Code,Product.Name,Promo,Region,Segment,Ship.Date,Ship.Mode,State,Discount,Profit,Quantity,Sales
Furniture,Fresno,United States,Nora Preis,0.3,Bretford,12/12/2017,CA-2017-168494,93727,Bretford Rectangular Conference Table Tops,After promo,West,Consumer,14/12/2017,Second Class,California,0.19102990152521138,135.4068,12,3610.848
Furniture,Springfield,United States,Ryan Crowe,0.9,Chromcraft,06/12/2017,US-2017-112872,97477,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",After promo,West,Consumer,11/12/2017,Second Class,Oregon,0.5398389636430283,-170.8038,1,275.49
Furniture,Mesa,United States,Alex Grayson,0.9,Lesro,22/12/2020,CA-2020-142909,85204,"Lesro Round Back Collection Coffee Table, End Table",After promo,West,Consumer,25/12/2020,Second Class,Arizona,0.5392620213282161,-135.087,2,182.55
Furniture,Louisville,United States,Pierre Wener,0.9,Bevis,18/11/2017,CA-2017-164210,80027,Bevis Rectangular Conference Tables,After promo,West,Consumer,20/11/2017,Second Class,Colorado,0.4848672834475359,-99.2664,2,145.98
Furniture,Littleton,United States,Bobby Trafton,1.3,Atlantic,19/03/2019,CA-2019-106383,80122,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Bookcases,West,Consumer,21/03/2019,Second Class,Colorado,0.7460820068571482,-98.8018,1,72.294
Furniture,Mesa,United States,Toby Gnade,1.3,Hon,14/07/2018,CA-2018-143364,85204,"Hon Metal Bookcases, Black",Bookcases,West,Consumer,19/07/2018,Second Class,Arizona,0.6087487070572571,-191.646,6,127.764
Furniture,Aurora,United States,Michelle Moray,1.3,Sauder,20/11/2018,US-2018-165743,80013,Sauder Barrister Bookcases,Bookcases,West,Consumer,23/11/2018,Second Class,Colorado,0.6543912326762318,-247.7988,6,145.764
Furniture,Richmond,United States,Michael Moore,0.0,Global,03/12/2019,CA-2019-122063,47374,"Global Stack Chair with Arms, Black",Chairs,Central,Consumer,07/12/2019,Standard Class,Indiana,0,8.0946,1,29.98
Furniture,Dearborn Heights,United States,Emily Phan,0.0,Global,03/03/2020,CA-2020-111815,48127,Global Ergonomic Managers Chair,Chairs,Central,Consumer,10/03/2020,Standard Class,Michigan,0.08855748418717602,47.0548,1,180.98
Furniture,Detroit,United States,Maurice Satty,0.0,Advantus,04/04/2017,CA-2017-133228,48205,Advantus Panel Wall Acrylic Frame,Furnishings,Central,Consumer,09/04/2017,Standard Class,Michigan,0,2.3521,1,5.47
Furniture,Columbus,United States,Ivan Liston,0.0,Tenex,10/08/2020,CA-2020-143063,47201,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furnishings,Central,Consumer,15/08/2020,Standard Class,Indiana,0.042045193118969926,25.473,2,121.3
Furniture,Richmond,United States,Michael Moore,0.0,Hon,03/12/2019,CA-2019-122063,47374,Hon 5100 Series Wood Tables,After promo,Central,Consumer,07/12/2019,Standard Class,Indiana,0,104.7528,2,581.96
Furniture,Rochester,United States,Charlotte Melton,0.0,Office Impressions,22/12/2020,CA-2020-146164,55901,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",After promo,Central,Consumer,26/12/2020,Standard Class,Minnesota,0.003350849599456048,97.2032,2,607.52
Furniture,Kenosha,United States,Dana Kaydos,0.0,Rush,08/03/2018,CA-2018-105627,53142,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Bookcases,Central,Consumer,12/03/2018,Standard Class,Wisconsin,0.01105077074153214,97.4586,3,512.94
Furniture,Detroit,United States,Bruce Stewart,0.0,Other,30/11/2019,CA-2019-156748,48227,High-Back Leather Manager's Chair,Chairs,Central,Consumer,06/12/2019,Standard Class,Michigan,0.06342733645664766,35.0973,3,389.97
Furniture,Detroit,United States,Fred McMath,0.0,Other,09/10/2018,CA-2018-124499,48227,High-Back Leather Manager's Chair,Chairs,Central,Consumer,13/10/2018,Standard Class,Michigan,0.069436807209022,35.0973,3,389.97
Furniture,Midland,United States,Sam Craven,0.0,Hon,10/11/2017,CA-2017-121006,48640,Hon Every-Day Series Multi-Task Chairs,Chairs,Central,Consumer,16/11/2017,Standard Class,Michigan,0,112.788,3,563.94
Furniture,Rochester,United States,Carol Triggs,0.0,Global,25/09/2020,CA-2020-162481,55901,"Global Leather Task Chair, Black",Chairs,Central,Consumer,29/09/2020,Standard Class,Minnesota,0.009481095336376574,51.2943,3,269.97
Furniture,Oklahoma City,United States,Roland Fjeld,0.0,Office Star,29/07/2020,US-2020-130953,73120,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Chairs,Central,Consumer,03/08/2020,Standard Class,Oklahoma,0,72.6408,3,302.67
Furniture,Eau Claire,United States,Arthur Gainer,0.0,Hon,08/12/2019,CA-2019-160108,54703,Hon GuestStacker Chair,Chairs,Central,Consumer,12/12/2019,Standard Class,Wisconsin,0.037235233746464924,176.8026,3,680.01
Furniture,Bloomington,United States,Ruben Dartt,0.0,Deflect-o,24/09/2019,CA-2019-154235,47401,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furnishings,Central,Consumer,28/09/2019,Standard Class,Indiana,0.09964981379528363,21.7515,3,127.95
Furniture,Columbus,United States,Maris LaWare,0.0,Eldon,29/05/2020,CA-2020-121580,47201,Eldon Wave Desk Accessories,Furnishings,Central,Consumer,04/06/2020,Standard Class,Indiana,0.024418845979298234,2.6208,3,6.24
Furniture,Richmond,United States,Rick Duston,0.0,DAX,01/12/2019,CA-2019-136434,47374,DAX Cubicle Frames - 8x10,Furnishings,Central,Consumer,07/12/2019,Standard Class,Indiana,0,5.193,3,17.31
Furniture,Detroit,United States,Ken Lonsdale,0.0,Eldon,31/07/2019,CA-2019-133550,48205,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furnishings,Central,Consumer,06/08/2019,Standard Class,Michigan,0.03106517228297548,30.0234,3,272.94
Furniture,Westland,United States,Xylona Preis,0.0,Eldon,20/01/2017,CA-2017-167927,48185,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furnishings,Central,Consumer,26/01/2017,Standard Class,Michigan,0.017078939778570064,30.0234,3,272.94
Furniture,Westland,United States,Xylona Preis,0.0,Ultra,20/01/2017,CA-2017-167927,48185,Ultra Door Push Plate,Furnishings,Central,Consumer,26/01/2017,Standard Class,Michigan,0.0059722286183380435,4.8609,3,14.73
Furniture,Minneapolis,United States,Daniel Lacy,0.0,Deflect-o,08/05/2018,CA-2018-136798,55407,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furnishings,Central,Consumer,12/05/2018,Standard Class,Minnesota,0,11.1564,3,123.96
Furniture,Milwaukee,United States,Chris McAfee,0.0,Nu-Dell,26/05/2019,CA-2019-149237,53209,Nu-Dell Float Frame 11 x 14 1/2,Furnishings,Central,Consumer,30/05/2019,Standard Class,Wisconsin,0.08381001157685192,11.3148,3,26.94
Furniture,Madison,United States,Jeremy Pistek,0.0,Sauder,08/12/2020,CA-2020-117324,53711,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Bookcases,Central,Consumer,13/12/2020,Standard Class,Wisconsin,0,41.3928,4,459.92
Furniture,Richmond,United States,Zuschuss Donatelli,0.0,Seth Thomas,03/04/2019,CA-2019-167682,47374,"Seth Thomas 13 1/2"" Wall Clock",Furnishings,Central,Consumer,09/04/2019,Standard Class,Indiana,0.027855947380882415,22.0472,4,71.12
Furniture,Des Moines,United States,Christina VanderZanden,0.0,Hon,28/03/2017,US-2017-137869,50315,Hon 94000 Series Round Tables,After promo,Central,Consumer,02/04/2017,Standard Class,Iowa,0,106.6248,4,1184.72
Furniture,Detroit,United States,Andrew Allen,0.0,Hon,26/08/2019,CA-2019-114601,48234,Hon 4060 Series Tables,After promo,Central,Consumer,02/09/2019,Standard Class,Michigan,0,98.5248,4,447.84
Furniture,Oklahoma City,United States,Anna Andreadi,0.0,Hon,17/11/2018,CA-2018-110863,73120,Hon Olson Stacker Chairs,Chairs,Central,Consumer,24/11/2018,Standard Class,Oklahoma,0.08733235299586287,383.931,5,1323.9
Furniture,Milwaukee,United States,Troy Blackwell,0.0,Global,29/12/2019,CA-2019-156300,53209,"Global Leather & Oak Executive Chair, Burgundy",Chairs,Central,Consumer,02/01/2020,Standard Class,Wisconsin,0,60.356,5,754.45
Furniture,La Porte,United States,Denny Blanton,0.0,Eldon,26/06/2020,CA-2020-157091,46350,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furnishings,Central,Consumer,01/07/2020,Standard Class,Indiana,0.014913509367032202,31.587,5,526.45
Furniture,Tulsa,United States,Duane Noonan,0.0,Electrix,27/05/2020,CA-2020-136882,74133,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furnishings,Central,Consumer,03/06/2020,Standard Class,Oklahoma,0.06313098576910119,138.417,5,477.3
Furniture,Tulsa,United States,Clay Ludtke,0.0,Global,21/03/2020,CA-2020-119452,74133,"Global Leather and Oak Executive Chair, Black",Chairs,Central,Consumer,27/03/2020,Standard Class,Oklahoma,0.011071329750119416,523.7052,6,1805.88
Furniture,Wichita,United States,Carlos Daly,0.0,Executive Impressions,29/12/2019,CA-2019-122017,67212,"Executive Impressions 10"" Spectator Wall Clock",Furnishings,Central,Consumer,02/01/2020,Standard Class,Kansas,0,23.9904,6,70.56
Furniture,Kenosha,United States,Dana Kaydos,0.0,Deflect-o,08/03/2018,CA-2018-105627,53142,Deflect-o Glass Clear Studded Chair Mats,Furnishings,Central,Consumer,12/03/2018,Standard Class,Wisconsin,0.08361993493058689,82.0776,6,373.08
Furniture,Eau Claire,United States,Arthur Gainer,0.0,Bush,08/12/2019,CA-2019-160108,54703,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Bookcases,Central,Consumer,12/12/2019,Standard Class,Wisconsin,0.06720567112787817,32.4688,7,405.86
Furniture,Columbus,United States,Zuschuss Carroll,0.0,Hon,13/09/2018,CA-2018-115567,47201,Hon Multipurpose Stacking Arm Chairs,Chairs,Central,Consumer,18/09/2018,Standard Class,Indiana,0,394.212,7,1516.2
Furniture,Kenosha,United States,Dana Kaydos,0.0,Hon,08/03/2018,CA-2018-105627,53142,Hon Mobius Operator's Chair,Chairs,Central,Consumer,12/03/2018,Standard Class,Wisconsin,0.03479033531620715,189.4046,7,860.93
Furniture,Springfield,United States,Adam Shillingsburg,0.0,Bevis,09/11/2018,CA-2018-127509,65807,Bevis Round Conference Table Top & Single Column Base,After promo,Central,Consumer,13/11/2018,Standard Class,Missouri,0,215.1198,7,1024.38
Furniture,Mishawaka,United States,Sonia Cooley,0.0,Global,16/06/2017,CA-2017-136644,46544,"Global Geo Office Task Chair, Gray",Chairs,Central,Consumer,22/06/2017,Standard Class,Indiana,0.009826102570685405,32.392,8,647.84
Furniture,Minneapolis,United States,Bill Donatelli,0.0,Hon,31/05/2018,CA-2018-120677,55407,Hon Pagoda Stacking Chairs,Chairs,Central,Consumer,04/06/2018,Standard Class,Minnesota,0.0992514818965722,770.352,8,2567.84
Furniture,Omaha,United States,Alejandro Grove,0.0,Electrix,13/09/2019,CA-2019-105732,68104,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furnishings,Central,Consumer,18/09/2019,Standard Class,Nebraska,0.02898999149910786,387.5676,14,1336.44
Furniture,Texas City,United States,Paul MacIntyre,0.5,Bevis,19/01/2018,CA-2018-141250,77590,Bevis Round Conference Table Top & Single Column Base,After promo,Central,Consumer,23/01/2018,Standard Class,Texas,0.39663342413079833,-13.1706,1,102.438
Furniture,Carol Stream,United States,Rob Haberlin,0.5,Hon,02/07/2018,CA-2018-157322,60188,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Chairs,Central,Consumer,06/07/2018,Standard Class,Illinois,0.27811162958702285,-5.8346,2,408.422
Furniture,Chicago,United States,Michelle Moray,0.5,Global,26/05/2017,CA-2017-144029,60623,Global Commerce Series Low-Back Swivel/Tilt Chairs,Chairs,Central,Consumer,31/05/2017,Standard Class,Illinois,0.20558222089737715,-5.1396,2,359.772
Furniture,Chicago,United States,Russell D'Ascenzo,0.5,Global,18/11/2020,CA-2020-160122,60623,Global Highback Leather Tilter in Burgundy,Chairs,Central,Consumer,23/11/2020,Standard Class,Illinois,0.3292129717402126,-25.4772,2,127.386
Furniture,Chicago,United States,Laurel Elliston,0.5,Other,22/05/2020,US-2020-150595,60653,High-Back Leather Manager's Chair,Chairs,Central,Consumer,26/05/2020,Standard Class,Illinois,0.29391469982581286,-54.5958,2,181.986
Furniture,Decatur,United States,Alan Barnes,0.5,SAFCO,16/11/2017,US-2017-139500,62521,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Chairs,Central,Consumer,20/11/2017,Standard Class,Illinois,0.33652785142426944,-1.0656,2,37.296
Furniture,El Paso,United States,Charles Crestani,0.5,Other,07/09/2018,CA-2018-122623,79907,"Metal Folding Chairs, Beige, 4/Carton",Chairs,Central,Consumer,11/09/2018,Standard Class,Texas,0.3383206233819157,-2.0364,2,47.516
Furniture,Grand Prairie,United States,Lycoris Saunders,0.5,Office Star,16/06/2018,CA-2018-118955,75051,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Chairs,Central,Consumer,20/06/2018,Standard Class,Texas,0.3742868315077115,-25.3764,2,197.372
Furniture,Houston,United States,Pierre Wener,0.5,Hon,26/04/2018,US-2018-114839,77036,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Chairs,Central,Consumer,30/04/2018,Standard Class,Texas,0.2305194274220782,-5.8346,2,408.422
Furniture,Houston,United States,Caroline Jumper,0.5,Global,27/03/2020,CA-2020-144491,77070,"Global Leather & Oak Executive Chair, Burgundy",Chairs,Central,Consumer,01/04/2020,Standard Class,Texas,0.25400337068794765,-66.3916,2,211.246
Furniture,Houston,United States,Julia Dunbar,0.5,Global,23/03/2018,US-2018-125374,77095,Global Deluxe Steno Chair,Chairs,Central,Consumer,29/03/2018,Standard Class,Texas,0.31916517797516486,-29.2524,2,107.772
Furniture,Allen,United States,Anna Gayman,0.5,Chromcraft,07/05/2018,CA-2018-137512,75002,Chromcraft Round Conference Tables,After promo,Central,Consumer,12/05/2018,Standard Class,Texas,0.3256804809442697,-31.3722,2,244.006
Furniture,Huntsville,United States,Frank Preis,0.5,Iceberg,13/04/2018,US-2018-168704,77340,"Iceberg OfficeWorks 42"" Round Tables",After promo,Central,Consumer,17/04/2018,Standard Class,Texas,0.27811342870533684,-45.294,2,211.372
Furniture,Texas City,United States,Gary Zandusky,0.5,SAFCO,05/08/2017,CA-2017-124723,77590,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",After promo,Central,Consumer,12/08/2017,Standard Class,Texas,0.3544747584184569,41.934,2,489.23
Furniture,Chicago,United States,Katherine Ducich,0.5,Sauder,20/12/2018,US-2018-123218,60623,"Sauder Facets Collection Library, Sky Alder Finish",Bookcases,Central,Consumer,25/12/2018,Standard Class,Illinois,0.3794709620044015,-71.8116,3,359.058
Furniture,Aurora,United States,Scot Wooten,0.5,Hon,10/10/2020,CA-2020-111717,60505,Hon Comfortask Task/Swivel Chairs,Chairs,Central,Consumer,16/10/2020,Standard Class,Illinois,0.3152381388034934,-47.8716,3,239.358
Furniture,Aurora,United States,Zuschuss Carroll,0.5,Global,25/04/2018,CA-2018-130365,60505,"Global Armless Task Chair, Royal Blue",Chairs,Central,Consumer,29/04/2018,Standard Class,Illinois,0.32867387536536596,-23.7822,3,128.058
Furniture,Chicago,United States,Sarah Jordon,0.5,DMI,20/04/2020,CA-2020-100615,60653,DMI Arturo Collection Mission-style Design Wood Chair,Chairs,Central,Consumer,24/04/2020,Standard Class,Illinois,0.3024546614161691,-18.1176,3,317.058
Furniture,Decatur,United States,Beth Paige,0.5,Global,31/05/2019,CA-2019-150483,62521,Global Highback Leather Tilter in Burgundy,Chairs,Central,Consumer,04/06/2019,Standard Class,Illinois,0.21118461820893952,-38.2158,3,191.079
Furniture,Decatur,United States,Joy Smith,0.5,Global,16/02/2020,CA-2020-163265,62521,Global Deluxe High-Back Manager's Chair,Chairs,Central,Consumer,21/02/2020,Standard Class,Illinois,0.3139490437166657,-8.5794,3,600.558
Furniture,College Station,United States,Art Ferguson,0.5,Office Star,19/11/2020,US-2020-139969,77840,Office Star Flex Back Scooter Chair with White Frame,Chairs,Central,Consumer,26/11/2020,Standard Class,Texas,0.22805269720219906,-53.2704,3,233.058
Furniture,Grand Prairie,United States,Sarah Jordon,0.5,DMI,01/12/2020,CA-2020-113355,75051,DMI Arturo Collection Mission-style Design Wood Chair,Chairs,Central,Consumer,05/12/2020,Standard Class,Texas,0.2645281056101191,-18.1176,3,317.058
Furniture,Houston,United States,Caroline Jumper,0.5,Global,27/03/2020,CA-2020-144491,77070,Global Deluxe High-Back Manager's Chair,Chairs,Central,Consumer,01/04/2020,Standard Class,Texas,0.29129677585298325,-8.5794,3,600.558
Furniture,Houston,United States,Kunst Miller,0.5,DMI,18/04/2017,CA-2017-100678,77095,DMI Arturo Collection Mission-style Design Wood Chair,Chairs,Central,Consumer,22/04/2017,Standard Class,Texas,0.21615078368159907,-18.1176,3,317.058
Furniture,Houston,United States,Giulietta Weimer,0.5,Bevis,01/03/2017,CA-2017-168312,77036,Bevis Round Conference Room Tables and Bases,After promo,Central,Consumer,07/03/2017,Standard Class,Texas,0.22989642763975845,-43.0296,3,376.509
Furniture,Plano,United States,Mike Gockenbach,0.5,Bush,29/03/2017,CA-2017-137274,75023,Bush Advantage Collection Racetrack Conference Table,After promo,Central,Consumer,02/04/2017,Standard Class,Texas,0.3295982425779632,-152.7156,3,890.841
Furniture,San Antonio,United States,Chris Cortes,0.5,Office Impressions,03/03/2019,CA-2019-145730,78207,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",After promo,Central,Consumer,08/03/2019,Standard Class,Texas,0.30552992886061714,-127.5792,3,637.896
Furniture,Chicago,United States,Rob Beeghly,0.5,SAFCO,03/09/2019,US-2019-104815,60610,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Bookcases,Central,Consumer,07/09/2019,Standard Class,Illinois,0.3050884179153005,0,4,198.744
Furniture,Highland Park,United States,Russell Applegate,0.5,O'Sullivan,20/07/2018,US-2018-122784,60035,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Bookcases,Central,Consumer,27/07/2018,Standard Class,Illinois,0.30381647855476446,-126.4816,4,384.944
Furniture,Chicago,United States,Brosina Hoffman,0.5,Global,11/11/2017,US-2017-140914,60653,Global Commerce Series High-Back Swivel/Tilt Chairs,Chairs,Central,Consumer,15/11/2017,Standard Class,Illinois,0.38745573404126726,-56.996,4,797.944
Furniture,Chicago,United States,Eric Barreto,0.5,Hon,22/07/2020,US-2020-106551,60653,Hon Every-Day Series Multi-Task Chairs,Chairs,Central,Consumer,27/07/2020,Standard Class,Illinois,0.35442644580474436,-75.192,4,526.344
Furniture,Amarillo,United States,Nick Radford,0.5,Office Star,02/05/2019,CA-2019-109400,79109,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Chairs,Central,Consumer,06/05/2019,Standard Class,Texas,0.243908457676542,-110.0232,4,366.744
Furniture,Houston,United States,Zuschuss Carroll,0.5,Global,08/04/2019,CA-2019-130946,77041,Global Chrome Stack Chair,Chairs,Central,Consumer,12/04/2019,Standard Class,Texas,0.3793595271911293,-4.1136,4,95.984
Furniture,Houston,United States,Steven Cartwright,0.5,Hon,07/11/2017,CA-2017-159310,77070,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",Chairs,Central,Consumer,12/11/2017,Standard Class,Texas,0.22302581174575686,0,4,683.144
Furniture,Huntsville,United States,Janet Martin,0.5,Office Star,01/01/2020,CA-2020-151750,77340,Office Star - Contemporary Task Swivel Chair,Chairs,Central,Consumer,05/01/2020,Standard Class,Texas,0.34098126007091756,-26.6352,4,310.744
Furniture,Texas City,United States,Paul MacIntyre,0.5,Other,19/01/2018,CA-2018-141250,77590,Harbour Creations 67200 Series Stacking Chairs,Chairs,Central,Consumer,23/01/2018,Standard Class,Texas,0.2176277989528323,-8.5416,4,199.304
Furniture,Dallas,United States,Maribeth Dona,0.5,Bevis,10/03/2020,CA-2020-132290,75217,"Bevis Traditional Conference Table Top, Plinth Base",After promo,Central,Consumer,14/03/2020,Standard Class,Texas,0.2058417835501961,-173.3472,4,933.408
Furniture,Huntsville,United States,Frank Preis,0.5,Chromcraft,13/04/2018,US-2018-168704,77340,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",After promo,Central,Consumer,17/04/2018,Standard Class,Texas,0.39130694742355465,-113.282,4,609.98
Furniture,Pharr,United States,Gene McClure,0.5,Hon,21/07/2020,US-2020-123834,78577,Hon 61000 Series Interactive Training Tables,After promo,Central,Consumer,25/07/2020,Standard Class,Texas,0.3691871383859512,-21.3264,4,124.404
Furniture,Plano,United States,Lena Creighton,0.5,Bretford,14/12/2020,US-2020-113992,75023,Bretford CR4500 Series Slim Rectangular Table,After promo,Central,Consumer,19/12/2020,Standard Class,Texas,0.37944500320114294,-97.4988,4,974.988
Furniture,Highland Park,United States,Russell Applegate,0.5,Atlantic,20/07/2018,US-2018-122784,60035,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Bookcases,Central,Consumer,27/07/2018,Standard Class,Illinois,0.21056053310736178,-52.196,5,913.43
Furniture,Chicago,United States,Kean Takahito,0.5,Global,21/03/2019,US-2019-133879,60623,"Global Airflow Leather Mesh Back Chair, Black",Chairs,Central,Consumer,28/03/2019,Standard Class,Illinois,0.21909250464091065,0,5,528.43
Furniture,Houston,United States,Kean Takahito,0.5,SAFCO,08/09/2017,CA-2017-146283,77036,SAFCO Arco Folding Chair,Chairs,Central,Consumer,15/09/2017,Standard Class,Texas,0.2409652481816771,-13.81,5,966.7
Furniture,Houston,United States,Rose O'Brian,0.5,Hon,25/11/2020,CA-2020-150266,77070,Hon Deluxe Fabric Upholstered Stacking Chairs,Chairs,Central,Consumer,30/11/2020,Standard Class,Texas,0.2652538723037339,-24.398,5,853.93
Furniture,Houston,United States,Cindy Chapman,0.5,Bevis,11/09/2020,US-2020-160836,77070,Bevis Round Conference Table Top & Single Column Base,After promo,Central,Consumer,16/09/2020,Standard Class,Texas,0.32288500894343214,-65.853,5,512.19
Furniture,San Antonio,United States,Liz Thompson,0.5,Hon,13/03/2019,CA-2019-159373,78207,Hon Non-Folding Utility Tables,After promo,Central,Consumer,18/03/2019,Standard Class,Texas,0.20586136867745902,0,5,557.585
Furniture,Carol Stream,United States,Rob Haberlin,0.5,Global,02/07/2018,CA-2018-157322,60188,"Global Wood Trimmed Manager's Task Chair, Khaki",Chairs,Central,Consumer,06/07/2018,Standard Class,Illinois,0.3304226345335195,-92.7996,6,382.116
Furniture,El Paso,United States,Shahid Collister,0.5,Other,01/03/2017,CA-2017-131009,79907,Harbour Creations Steel Folding Chair,Chairs,Central,Consumer,05/03/2017,Standard Class,Texas,0.3192545186731665,0,6,362.25
Furniture,Houston,United States,Emily Phan,0.5,Other,05/11/2019,US-2019-131611,77036,Laminate Occasional Tables,After promo,Central,Consumer,09/11/2019,Standard Class,Texas,0.247174096222619,-160.2952,8,863.128
Furniture,Brownsville,United States,Joy Bell-,0.6,Atlantic,17/11/2020,CA-2020-124674,78521,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Bookcases,Central,Consumer,23/11/2020,Standard Class,Texas,0.3124221119556954,-14.4588,2,327.7328
Furniture,Houston,United States,Patrick O'Brill,0.6,Atlantic,13/11/2018,CA-2018-130183,77041,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Bookcases,Central,Consumer,17/11/2018,Standard Class,Texas,0.38999532884161137,-18.0588,3,613.9992
Furniture,Waco,United States,Christina Anderson,0.6,Rush,19/10/2020,CA-2020-106432,76706,Rush Hierlooms Collection Rich Wood Bookcases,Bookcases,Central,Consumer,24/10/2020,Standard Class,Texas,0.315024585426497,-91.7586,3,328.3992
Furniture,Plano,United States,Sam Craven,0.6,Hon,20/06/2017,CA-2017-166863,75023,"Hon Metal Bookcases, Black",Bookcases,Central,Consumer,24/06/2017,Standard Class,Texas,0.23701266122325299,-19.8744,4,193.0656
Furniture,Houston,United States,Caroline Jumper,0.6,Atlantic,27/03/2020,CA-2020-144491,77070,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Bookcases,Central,Consumer,01/04/2020,Standard Class,Texas,0.23358708101518483,-30.098,5,1023.332
Furniture,Houston,United States,Emily Phan,0.6,O'Sullivan,05/11/2019,US-2019-131611,77036,O'Sullivan Plantations 2-Door Library in Landvery Oak,Bookcases,Central,Consumer,09/11/2019,Standard Class,Texas,0.2525343436627726,-225.0976,7,956.6648
Furniture,Aurora,United States,Liz Preis,0.9,Balt,30/01/2020,CA-2020-121790,60505,Balt Split Level Computer Training Table,After promo,Central,Consumer,06/02/2020,Standard Class,Illinois,0.4555669967607734,-47.175,1,69.375
Furniture,Chicago,United States,Mary O'Rourke,0.9,Lesro,19/10/2020,CA-2020-117653,60623,"Lesro Round Back Collection Coffee Table, End Table",After promo,Central,Consumer,23/10/2020,Standard Class,Illinois,0.4495524571355582,-67.5435,1,91.275
Furniture,Chicago,United States,Lena Cacioppo,0.9,Bevis,06/03/2019,CA-2019-110898,60623,Bevis Rectangular Conference Tables,After promo,Central,Consumer,12/03/2019,Standard Class,Illinois,0.4093640765534351,-99.2664,2,145.98
Furniture,Buffalo Grove,United States,Shahid Shariari,0.9,Chromcraft,30/05/2017,CA-2017-145800,60089,Chromcraft Rectangular Conference Tables,After promo,Central,Consumer,05/06/2017,Standard Class,Illinois,0.4287702507987881,-184.8366,3,355.455
Furniture,Rockford,United States,David Flashing,0.9,Bretford,30/01/2019,CA-2019-168032,61107,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,After promo,Central,Consumer,03/02/2019,Standard Class,Illinois,0.40142022047639053,-538.446,3,626.1
Furniture,Wheeling,United States,Sanjit Engle,0.9,Bretford,08/09/2019,US-2019-115455,60090,Bretford CR8500 Series Meeting Room Furniture,After promo,Central,Consumer,14/09/2019,Standard Class,Illinois,0.548989437705748,-300.735,3,601.47
Furniture,Chicago,United States,Berenike Kampe,0.9,KI,06/12/2017,US-2017-140452,60610,KI Adjustable-Height Table,After promo,Central,Consumer,10/12/2017,Standard Class,Illinois,0.5136476571169576,-120.372,5,214.95
Furniture,Chicago,United States,Christopher Martinez,1.1,Other,23/11/2020,CA-2020-119746,60610,Contemporary Wood/Metal Frame,Furnishings,Central,Consumer,27/11/2020,Standard Class,Illinois,0.5191624205605125,-4.04,1,6.464
Furniture,Decatur,United States,Joy Smith,1.1,Executive Impressions,16/02/2020,CA-2020-163265,62521,"Executive Impressions 13"" Clairmont Wall Clock",Furnishings,Central,Consumer,21/02/2020,Standard Class,Illinois,0.6646705061493933,-3.6537,1,7.692
Furniture,Bloomington,United States,Mick Crebagga,1.1,Howard Miller,17/12/2018,US-2018-129637,61701,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furnishings,Central,Consumer,22/12/2018,Standard Class,Illinois,0.6714358662194958,-19.7372,2,41.552
Furniture,Chicago,United States,Brian Stugart,1.1,G. E.,27/05/2019,CA-2019-101791,60623,G.E. Halogen Desk Lamp Bulbs,Furnishings,Central,Consumer,31/05/2019,Standard Class,Illinois,0.6178799547428614,-1.6752,2,5.584
Furniture,Chicago,United States,Janet Lee,1.1,Electrix,25/05/2017,US-2017-130379,60623,"Electrix Incandescent Magnifying Lamp, Black",Furnishings,Central,Consumer,29/05/2017,Standard Class,Illinois,0.5780853166257615,-24.189,2,29.32
