OrderNum,OrderDate,OrderType,CustomerType,CustName,CustState,ProdCategory,ProdNumber,ProdName,Quantity, Price , Discount , Order Total 
1102202,3/07/2018,Wholesale,Business,Grady Inc.,Florida,Robot Kits,RK602,BYOR-1000,9,$190.00,$38.00,"$1,672.00"
1102203,3/07/2018,Retail,Individual,Vivyan Dilworth,New York,Blueprints,BP110,Sleepy Eye Blueprint,1,$11.99,0,$11.99
1102204,3/07/2018,Wholesale,Business,Windler Tech Supplies,Wyoming,Training Videos,TV802,AI for Educators,6,$49.95,$9.99,$289.71
1102205,3/07/2018,Retail,Individual,Teresita Craik,New Jersey,eBooks,EB511,Helicopter Drones,1,$20.95,0,$20.95
1102206,3/07/2018,Retail,Individual,Jeane Hayfield,Kansas,eBooks,EB514,Polar Robots,1,$23.99,0,$23.99
1102207,3/08/2018,Retail,Individual,Matti Petyakov,District of Columbia,Drone Kits,DK204,BYOD-300,1,$89.00,0,$89.00
1102208,3/08/2018,Retail,Individual,Lemar Chappell,New Mexico,eBooks,EB503,Building Your Own Drone,1,$24.99,0,$24.99
1102209,3/08/2018,Wholesale,Business,Schinner Inc.,Florida,Drone Kits,DK203,BYOD-220,11,$69.00,$13.80,$745.20
1102210,3/08/2018,Retail,Individual,Therine Urridge,Louisiana,eBooks,EB521,Understanding Artificial Intelligence,1,$19.50,0,$19.50
1102211,3/08/2018,Retail,Individual,Kristien Van Leijs,Florida,Drones,DS302,DC-304 Drone,2,$395.00,0,$790.00
1102212,3/08/2018,Retail,Individual,Mohandas Copcutt,Delaware,eBooks,EB508,Fixed Wing Drones,1,$15.50,0,$15.50
1102213,3/08/2018,Retail,Individual,Rene Jarritt,Texas,Drone Kits,DK204,BYOD-300,1,$89.00,0,$89.00
1102214,3/08/2018,Retail,Business,Mertz LLC,Connecticut,Blueprints,BP108,Panda Robot Blueprint,3,$7.99,0,$23.97
1102215,3/08/2018,Wholesale,Business,Bergnaum Group,Ohio,eBooks,EB503,Building Your Own Drone,63,$24.99,$5.00,"$1,569.37"
1102216,3/09/2018,Retail,Individual,Roxi Spenclay,Hawaii,Robot Kits,RK603,BYOR-1500,2,$189.00,0,$378.00
1102217,3/09/2018,Retail,Individual,Frank Wingrove,Ohio,Drone Kits,DK208,BYOD-500,1,$167.00,0,$167.00
1102218,3/09/2018,Retail,Individual,Polly Hubane,West Virginia,Blueprints,BP106,Hexacopter Drone Blueprint,1,$8.99,0,$8.99
1102219,3/09/2018,Retail,Individual,Hedy Seeborne,Connecticut,Training Videos,TV809,Understanding 3D Printing,1,$42.99,0,$42.99
1102220,3/09/2018,Wholesale,Business,Hudson LLC,Ohio,eBooks,EB503,Building Your Own Drone,6,$24.99,$5.00,$144.94
1102221,3/09/2018,Wholesale,Business,Runolfsdottir Group,District of Columbia,Training Videos,TV805,Industrial 3D Printing ,7,$49.00,$9.80,$333.20
1102222,3/09/2018,Wholesale,Business,Harber LLC,Florida,eBooks,EB503,Building Your Own Drone,7,$24.99,$5.00,$169.93
1102223,3/09/2018,Wholesale,Business,Ruecker LLC,Indiana,Training Videos,TV808,Robotic Essentials,7,$34.99,$7.00,$237.93
1102224,3/09/2018,Wholesale,Business,Stokes Electronics,New Hampshire,Training Videos,TV806,Mapping with Drones,3,$49.00,$9.80,$137.20
1102225,3/09/2018,Wholesale,Business,Lind Group,District of Columbia,Robot Kits,RK603,BYOR-1500,7,$189.00,$37.80,"$1,285.20"
1102226,3/09/2018,Wholesale,Business,Jaskolski Company,California,Training Videos,TV803,Cloud Computing,74,$29.99,$6.00,"$2,213.26"
1102227,3/09/2018,Wholesale,Business,Aufderhar Tech,Kansas,eBooks,EB507,Drone Building Essentials,15,$13.99,$2.80,$207.05
1102228,3/09/2018,Retail,Individual,George Reichert,Pennsylvania,Training Videos,TV803,Cloud Computing,1,$29.99,0,$29.99
1102229,3/10/2018,Wholesale,Business,Gerhold Group,New York,Blueprints,BP104,Cat Robot Blueprint,8,$4.99,$1.00,$38.92
1102230,3/10/2018,Wholesale,Business,Koch LLC,Ohio,Robot Kits,RK606,BYOR-3535,8,$224.00,$44.80,"$1,747.20"
1102231,3/10/2018,Retail,Individual,Ines Flanigan,New York,eBooks,EB503,Building Your Own Drone,1,$24.99,0,$24.99
1102232,3/10/2018,Retail,Individual,Nolan Conroy,Louisiana,Drones,DS303,DTD-7000 Drone,2,$450.00,0,$900.00
1102233,3/10/2018,Wholesale,Business,Heller Inc.,Minnesota,Blueprints,BP106,Hexacopter Drone Blueprint,12,$8.99,$1.80,$106.08
1102234,3/10/2018,Retail,Business,Glover LLC,Kentucky,eBooks,EB512,Multi Rotor Drones,3,$24.95,0,$74.85
1102235,3/10/2018,Wholesale,Business,Runte Inc.,Montana,Robot Kits,RK606,BYOR-3535,7,$225.00,$45.00,"$1,530.00"
1102236,3/10/2018,Retail,Individual,Edmund Pettiward,Florida,Training Videos,TV802,AI for Educators,1,$49.95,0,$49.95
1102237,3/10/2018,Retail,Individual,Bette-ann Tull,Michigan,Training Videos,TV809,Understanding 3D Printing,1,$42.99,0,$42.99
1102238,3/11/2018,Retail,Individual,Maxi Yukhtin,Hawaii,Blueprints,BP108,Panda Robot Blueprint,1,$7.99,0,$7.99
1102239,3/11/2018,Wholesale,Business,Cummings LLC,New York,Blueprints,BP105,Creature Robot Arms Blueprint ,4,$12.00,$2.40,$45.60
1102240,3/11/2018,Retail,Individual,Misty Keebler,Arizona,Robots,RS706,RWW-75 Robot,2,$883.00,0,"$1,766.00"
1102241,3/11/2018,Retail,Individual,Annamarie Gregoretti,Michigan,Robots,RS705,RQTE-554 Robot,1,$684.00,0,$684.00
1102242,3/11/2018,Wholesale,Business,Adams LLC,Texas,Training Videos,TV813,Virtual Reality Basics,101,$29.99,$6.00,"$3,022.99"
1102243,3/12/2018,Wholesale,Business,Moore LLC,Indiana,eBooks,EB518,Single Rotor Drones,11,$14.99,$3.00,$161.89
1102244,3/12/2018,Wholesale,Business,Borer LLC,Missouri,eBooks,EB514,Polar Robots,3,$23.99,$4.80,$67.17
1102245,3/12/2018,Retail,Individual,Bria Damato,Virginia,Robots,RS706,RWW-75 Robot,1,$883.00,0,$883.00
1102246,3/12/2018,Retail,Individual,Bobby Snoddon,Texas,eBooks,EB513,Photograph Drones,1,$14.99,0,$14.99
1102247,3/12/2018,Wholesale,Business,Swaniawski Group,Virginia,Drones,DS303,DTD-7000 Drone,9,$450.00,$90.00,"$3,960.00"
1102248,3/12/2018,Retail,Individual,Will Wisozk,South Dakota,Drones,DS307,MICR-564K Drone,4,$499.00,0,"$1,996.00"
1102249,3/12/2018,Wholesale,Business,Boyer LLC,Texas,Training Videos,TV803,Cloud Computing,12,$29.99,$6.00,$353.88
1102250,3/12/2018,Wholesale,Business,Boehm Inc.,Idaho,Robots,RS704,RLK-9920 Robot,5,$699.00,$139.80,"$3,355.20"
1102251,3/12/2018,Retail,Individual,Torry Rizzetti,Florida,Training Videos,TV805,Industrial 3D Printing ,1,$49.00,0,$49.00
1102252,3/13/2018,Wholesale,Business,Conn Inc.,Kentucky,eBooks,EB509,GPS Drones,5,$19.99,$4.00,$95.95
1102253,3/13/2018,Retail,Individual,Vally Lardge,Colorado,Training Videos,TV808,Robotic Essentials,1,$34.99,0,$34.99
1102254,3/13/2018,Wholesale,Business,Kreiger LLC,New York,Robots,RS702,MICR-23K Robot,5,$899.00,$179.80,"$4,315.20"
1102255,3/13/2018,Wholesale,Business,Schuppe Inc.,Alabama,eBooks,EB507,Drone Building Essentials,12,$13.99,$2.80,$165.08
1102256,3/13/2018,Retail,Individual,Melloney Holley,Missouri,Drones,DS307,MICR-564K Drone,1,$499.00,0,$499.00
1102257,3/14/2018,Retail,Individual,Geoff Leffler,Nevada,eBooks,EB508,Fixed Wing Drones,1,$15.50,0,$15.50
1102258,3/14/2018,Wholesale,Business,Rippin Industries,Iowa,Blueprints,BP104,Cat Robot Blueprint,9,$4.99,$1.00,$43.91
1102259,3/14/2018,Retail,Individual,Ivie Spelman,District of Columbia,Training Videos,TV809,Understanding 3D Printing,1,$42.99,0,$42.99
1102260,3/14/2018,Wholesale,Business,Swift Inc.,New York,Drone Kits,DK203,BYOD-220,6,$69.00,$13.80,$400.20
1102261,3/14/2018,Wholesale,Business,Lehner Inc.,Tennessee,Drone Kits,DK206,BYOD-400,78,$119.00,$23.80,"$9,258.20"
1102262,3/14/2018,Retail,Individual,Hastings Starling,Pennsylvania,Drones,DS305,DTI-84 Drone,1,$455.00,0,$455.00
1102263,3/14/2018,Wholesale,Business,Green-Shields,Minnesota,eBooks,EB514,Polar Robots,6,$23.99,$4.80,$139.14
1102264,3/14/2018,Wholesale,Business,Bradtke Inc.,Washington,Robots,RS705,RQTE-554 Robot,48,$684.00,$136.80,"$32,695.20"
1102265,3/15/2018,Wholesale,Business,Boehm Inc.,Idaho,Robots,RS704,RLK-9920 Robot,4,$699.00,$139.80,"$2,656.20"
1102266,3/15/2018,Retail,Individual,Benedick Grimsley,South Carolina,Training Videos,TV805,Industrial 3D Printing ,1,$49.00,0,$49.00
1102267,3/15/2018,Wholesale,Business,The Orn Company,Georgia,Training Videos,TV806,Mapping with Drones,11,$49.00,$9.80,$529.20
1102268,3/15/2018,Wholesale,Business,Green-Shields,Minnesota,Robots,RS704,RLK-9920 Robot,5,$699.00,$139.80,"$3,355.20"
1102269,3/15/2018,Retail,Individual,Kacie O' Liddy,Louisiana,Robots,RS705,RQTE-554 Robot,2,$684.00,0,"$1,368.00"
1102270,3/15/2018,Retail,Business,Halvorson LLC,Oklahoma,Drones,DS307,MICR-564K Drone,17,$499.00,0,"$8,483.00"
1102271,3/16/2018,Retail,Individual,Ralph Moren,New York,Blueprints,BP110,Upside Down Robot Blueprint,1,$12.00,0,$12.00
1102272,3/16/2018,Wholesale,Business,Schiller LLC,Pennsylvania,Training Videos,TV803,Cloud Computing,11,$29.99,$6.00,$323.89
1102273,3/16/2018,Retail,Individual,Jessie Barnicott,Texas,Robot Kits,RK605,BYOR-3000,2,$214.00,0,$428.00
1102274,3/16/2018,Wholesale,Business,Bergnaum Group,Ohio,Blueprints,BP104,Cat Robot Blueprint,8,$4.99,$1.00,$38.92
1102275,3/16/2018,Retail,Individual,Jeffie Byles,Texas,Blueprints,BP101,All Eyes Drone Blueprint,1,$9.99,0,$9.99
1102276,3/16/2018,Retail,Individual,Corrinne Orable,Mississippi,Drone Kits,DK204,BYOD-300,1,$89.00,0,$89.00
1102277,3/16/2018,Wholesale,Business,McGlynn Group,New York,Blueprints,BP106,Hexacopter Drone Blueprint,11,$8.99,$1.80,$97.09
1102278,3/16/2018,Wholesale,Business,Carroll Inc.,New York,Training Videos,TV801,Aerial Security,102,$36.99,$7.40,"$3,765.58"
1102279,3/16/2018,Retail,Individual,Kris Volkman,Delaware,eBooks,EB521,Understanding Artificial Intelligence,1,$19.50,0,$19.50
1102280,3/17/2018,Wholesale,Business,Romaguera LLC,Ohio,Drone Kits,DK204,BYOD-300,40,$89.00,$17.80,"$3,542.20"
1102281,3/17/2018,Retail,Individual,Brnaby Broadbridge,West Virginia,Drone Kits,DK206,BYOD-400,2,$119.00,0,$238.00
1102282,3/17/2018,Wholesale,Business,Kuhn Group,Texas,eBooks,EB507,Drone Building Essentials,9,$13.99,$2.80,$123.11
1102283,3/17/2018,Retail,Individual,Forest Jobling,North Carolina,Blueprints,BP102,Bsquare Robot Blueprint,1,$8.99,0,$8.99
1102284,3/17/2018,Wholesale,Business,Rau-Dickinson,Kentucky,eBooks,EB507,Drone Building Essentials,5,$13.99,$2.80,$67.15
1102285,3/17/2018,Wholesale,Business,Bednar IT Inc.,North Carolina,eBooks,EB502,Building Your First Robot,39,$24.95,$4.99,$968.06
1102286,3/18/2018,Wholesale,Business,Brown Group,Georgia,Blueprints,BP110,Upside Down Robot Blueprint,4,$12.00,$2.40,$45.60
1102287,3/18/2018,Wholesale,Business,Adams LLC,Texas,Blueprints,BP107,Ladybug Robot Blueprint,13,$12.00,$2.40,$153.60
1102288,3/18/2018,Wholesale,Business,Borer LLC,Missouri,Robots,RS703,RCB-889 Robot,10,$549.00,$109.80,"$5,380.20"
1102289,3/18/2018,Retail,Individual,Estelle Davidzon,Illinois,eBooks,EB512,Multi Rotor Drones,1,$24.95,0,$24.95
1102290,3/18/2018,Wholesale,Business,Oberbrunner Inc.,Alabama,Robot Kits,RK605,BYOR-3000,5,$214.00,$42.80,"$1,027.20"
1102291,3/19/2018,Retail,Individual,Verne Goad,Maryland,eBooks,EB517,SCARA Robots,1,$19.50,0,$19.50
1102292,3/19/2018,Wholesale,Business,Harvey Group,Texas,Robots,RS704,RLK-9920 Robot,5,$699.00,$139.80,"$3,355.20"
1102293,3/19/2018,Wholesale,Business,Runolfsdottir Group,District of Columbia,eBooks,EB521,Understanding Artificial Intelligence,11,$19.50,$3.90,$210.60
1102294,3/19/2018,Wholesale,Business,Schuppe Inc.,Alabama,eBooks,EB513,Photograph Drones,5,$14.99,$3.00,$71.95
1102295,3/19/2018,Wholesale,Business,Walker Group,Minnesota,Drone Kits,DK203,BYOD-220,10,$69.00,$13.80,$676.20
1102296,3/19/2018,Wholesale,Business,Kreiger LLC,New York,Training Videos,TV809,Understanding 3D Printing,27,$42.99,$8.60,"$1,152.13"
1102297,3/19/2018,Retail,Individual,Aldin Drewitt,Pennsylvania,Training Videos,TV809,Understanding 3D Printing,1,$42.99,0,$42.99
1102298,3/20/2018,Wholesale,Business,Gusikowski Group,North Carolina,Drone Kits,DK206,BYOD-400,5,$119.00,$23.80,$571.20
1102299,3/20/2018,Wholesale,Business,Clever Industries,Utah,eBooks,EB507,Drone Building Essentials,12,$13.99,$2.80,$165.08
1102300,3/20/2018,Wholesale,Business,Swaniawski Group,Virginia,eBooks,EB502,Building Your First Robot,6,$24.95,$4.99,$144.71
1102301,3/20/2018,Wholesale,Business,Wilderman Inc.,Kentucky,Blueprints,BP104,Cat Robot Blueprint,100,$4.99,$1.00,$498.00
1102302,3/21/2018,Retail,Individual,Marjy Darrow,Massachusetts,eBooks,EB502,Building Your First Robot,1,$24.95,0,$24.95
1102303,3/21/2018,Wholesale,Business,Cassin Inc.,California,Drone Kits,DK203,BYOD-220,2,$69.00,$13.80,$124.20
1102304,3/21/2018,Wholesale,Business,Crooks Group,Wisconsin,Training Videos,TV811,Understanding Drone Regulations,12,$27.50,$5.50,$324.50
1102305,3/21/2018,Wholesale,Business,Hudson LLC,Ohio,Training Videos,TV804,Drone Video Techniques,9,$37.99,$7.60,$334.31
1102306,3/21/2018,Wholesale,Business,Koch LLC,Ohio,eBooks,EB506,Delta Robots,6,$16.99,$3.40,$98.54
1102307,3/21/2018,Wholesale,Business,Grady Inc.,Florida,Drones,DS303,DTD-7000 Drone,104,$450.00,$90.00,"$46,710.00"
1102308,3/21/2018,Retail,Individual,Joe Casper,Kansas,Training Videos,TV802,AI for Educators,1,$49.95,0,$49.95
1102309,3/22/2018,Retail,Individual,Jayme Crilley,Florida,Drones,DS306,DX-145 Drone,1,$250.00,0,$250.00
1102310,3/22/2018,Wholesale,Business,Lubowitz LLC,Alabama,eBooks,EB521,Understanding Artificial Intelligence,11,$19.50,$3.90,$210.60
1102311,3/22/2018,Retail,Individual,Lewes Ruilton,Illinois,Training Videos,TV801,Aerial Security,1,$36.99,0,$36.99
1102312,3/22/2018,Wholesale,Business,Abbott Group,Florida,Blueprints,BP110,Upside Down Robot Blueprint,11,$12.00,$2.40,$129.60
1102313,3/22/2018,Wholesale,Business,Fisher Inc.,Nevada,Drone Kits,DK203,BYOD-220,8,$69.00,$13.80,$538.20
1102314,3/22/2018,Retail,Individual,Tandie Faulconer,North Carolina,Robots,RS707,RXW-9807 Robot,1,$599.00,0,$599.00
1102315,3/23/2018,Wholesale,Business,Grant LLC,Arizona,Drone Kits,DK209,BYOD-550,6,$179.00,$35.80,"$1,038.20"
1102316,3/23/2018,Retail,Individual,Marisa Coopey,Texas,Drone Kits,DK203,BYOD-220,1,$69.00,0,$69.00
1102317,3/23/2018,Retail,Individual,Shelley Varndall,Pennsylvania,Blueprints,BP104,Cat Robot Blueprint,1,$4.99,0,$4.99
1102318,3/23/2018,Retail,Individual,Mile Gascoyne,California,eBooks,EB521,Understanding Artificial Intelligence,1,$19.50,0,$19.50
1102319,3/23/2018,Retail,Individual,Wanda Minget,North Carolina,Blueprints,BP110,Upside Down Robot Blueprint,1,$12.00,0,$12.00
1102320,3/23/2018,Wholesale,Business,Nikolaus LLC,Virginia,Training Videos,TV809,Understanding 3D Printing,105,$42.99,$8.60,"$4,505.35"
1102321,3/23/2018,Retail,Individual,Rachel McClure,Indiana,Training Videos,TV805,Industrial 3D Printing ,1,$49.00,0,$49.00
1102322,3/24/2018,Wholesale,Business,Pacocha Inc.,California,Drone Kits,DK209,BYOD-550,12,$179.00,$35.80,"$2,112.20"
1102323,3/24/2018,Wholesale,Business,Bauch Group,Pennsylvania,Training Videos,TV801,Aerial Security,8,$36.99,$7.40,$288.52
1102324,3/24/2018,Wholesale,Business,Balistreri Group,Tennessee,Drones,DS301,DA-SA702 Drone,90,$399.00,$79.80,"$35,830.20"
1102325,3/24/2018,Retail,Individual,Alma Jacquemot,Texas,Drones,DS301,DA-SA702 Drone,1,$399.00,0,$399.00
1102326,3/25/2018,Retail,Individual,Tessa Rimer,Texas,Drone Kits,DK209,BYOD-550,2,$179.00,0,$358.00
1102327,3/25/2018,Wholesale,Business,Herman LLC,Washington,Training Videos,TV804,Drone Video Techniques,13,$37.99,$7.60,$486.27
1102328,3/25/2018,Wholesale,Business,The TMC Company,Tennessee,Robots,RS705,RQTE-554 Robot,5,$684.00,$136.80,"$3,283.20"
1102329,3/25/2018,Wholesale,Business,Gibson Group,Florida,Robot Kits,RK605,BYOR-3000,10,$214.00,$42.80,"$2,097.20"
1102330,3/25/2018,Retail,Individual,Jeanna Pauling,Minnesota,eBooks,EB513,Photograph Drones,1,$14.99,0,$14.99
1102331,3/25/2018,Wholesale,Business,Bradtke Inc.,Washington,eBooks,EB513,Photograph Drones,63,$14.99,$3.00,$941.37
1102332,3/26/2018,Wholesale,Business,Dickens LLC,Connecticut,eBooks,EB503,Building Your Own Drone,6,$24.99,$5.00,$144.94
1102333,3/26/2018,Retail,Individual,Dorine Nesby,Florida,eBooks,EB513,Photograph Drones,1,$14.99,0,$14.99
1102334,3/26/2018,Wholesale,Business,Jacobi LLC,Arizona,Blueprints,BP108,Panda Robot Blueprint,10,$7.99,$1.60,$78.30
1102335,3/26/2018,Wholesale,Business,Harris Inc.,Oklahoma,Training Videos,TV807,Open Source Code,12,$32.95,$6.59,$388.81
1102336,3/26/2018,Retail,Business,Fritsch Inc.,Florida,Robot Kits,RK602,BYOR-1000,40,$189.00,0,"$7,560.00"
1102337,3/27/2018,Retail,Individual,Monty Zaple,Illinois,Drone Kits,DK204,BYOD-300,1,$89.00,0,$89.00
1102338,3/27/2018,Retail,Individual,Tamma Richings,Utah,Blueprints,BP104,Cat Robot Blueprint,1,$4.99,0,$4.99
1102339,3/28/2018,Retail,Individual,Rafaello Center,Florida,Training Videos,TV803,Cloud Computing,1,$29.99,0,$29.99
1102340,3/28/2018,Wholesale,Business,Aufderhar Tech,Kansas,Drone Kits,DK209,BYOD-550,4,$179.00,$35.80,$680.20
1102341,3/28/2018,Retail,Individual,Davon Base,Washington,Blueprints,BP106,Hexacopter Drone Blueprint,1,$8.99,0,$8.99
1102342,3/28/2018,Retail,Individual,Ciro Took,District of Columbia,Drone Kits,DK201,BYOD-100,1,$54.00,0,$54.00
1102343,3/28/2018,Retail,Individual,Hyatt Yarrington,Oregon,Drone Kits,DK209,BYOD-550,2,$179.00,0,$358.00
1102344,3/28/2018,Retail,Individual,Tracie Becken,Minnesota,Drones,DS307,MICR-564K Drone,2,$499.00,0,$998.00
1102345,3/28/2018,Wholesale,Business,Jenkins LLC,North Carolina,Robot Kits,RK602,BYOR-1000,109,$189.00,$37.80,"$20,563.20"
1102346,3/28/2018,Wholesale,Business,Murphy LLC,Missouri,eBooks,EB508,Fixed Wing Drones,6,$15.50,$3.10,$89.90
1102347,3/28/2018,Wholesale,Business,Jenkins LLC,North Carolina,Blueprints,BP109,QuadroCopter Blueprint ,11,$10.99,$2.20,$118.69
1102348,3/29/2018,Wholesale,Business,Rau-Dickinson,Kentucky,Robot Kits,RK607,BYOR-4005,6,$245.00,$49.00,"$1,421.00"
1102349,3/29/2018,Retail,Individual,Shelbi Banbrick,Indiana,Robot Kits,RK602,BYOR-1000,1,$189.00,0,$189.00
1102350,3/29/2018,Retail,Individual,Joelie Sleeford,Nebraska,Training Videos,TV809,Understanding 3D Printing,1,$42.99,0,$42.99
1102351,3/29/2018,Wholesale,Business,Marks Inc.,Texas,eBooks,EB511,Helicopter Drones,4,$20.95,$4.19,$79.61
1102352,3/29/2018,Wholesale,Business,Hamill Inc.,Florida,Training Videos,TV810,Understanding Automation,11,$44.95,$8.99,$485.46
1102353,3/29/2018,Wholesale,Business,Larkin Group,Texas,eBooks,EB521,Understanding Artificial Intelligence,64,$19.50,$3.90,"$1,244.10"
1102354,3/29/2018,Wholesale,Business,Lind Group,District of Columbia,eBooks,EB520,Understanding Arduino,50,$17.50,$3.50,$871.50
1102355,3/30/2018,Wholesale,Business,Bergstrom LLC,Minnesota,Robot Kits,RK606,BYOR-3535,11,$225.00,$45.00,"$2,430.00"
1102356,3/30/2018,Retail,Individual,Sandy Blundin,Arizona,Robots,RS707,RXW-9807 Robot,1,$599.00,0,$599.00
1102357,3/30/2018,Wholesale,Business,Sanford Group,Texas,Robot Kits,RK607,BYOR-4005,3,$245.00,$49.00,$686.00
1102358,3/30/2018,Wholesale,Business,Feil LLC,Maryland,Robots,RS702,MICR-23K Robot,7,$899.00,$179.80,"$6,113.20"
1102359,3/30/2018,Retail,Individual,Tobe Reucastle,Ohio,Robot Kits,RK606,BYOR-3535,1,$225.00,0,$225.00
1102360,3/30/2018,Wholesale,Business,Beahan Inc.,Hawaii,Drones,DS306,DX-145 Drone,22,$250.00,$50.00,"$5,450.00"
1102361,3/30/2018,Wholesale,Business,D'Amore LLC,Pennsylvania,eBooks,EB503,Building Your Own Drone,28,$24.99,$5.00,$694.72
1102362,3/31/2018,Wholesale,Business,Cole Inc.,Minnesota,Blueprints,BP108,Panda Robot Blueprint,7,$7.99,$1.60,$54.33
1102363,3/31/2018,Retail,Individual,Helenka Rawet,Louisiana,eBooks,EB502,Building Your First Robot,1,$24.95,0,$24.95
1102364,3/31/2018,Wholesale,Business,Jakubowski Inc.,District of Columbia,Robot Kits,RK606,BYOR-3535,9,$225.00,$45.00,"$1,980.00"
1102365,3/31/2018,Retail,Individual,Brock Bradtke,North Carolina,Drone Kits,DK206,BYOD-400,1,$119.00,0,$119.00
1102366,3/31/2018,Wholesale,Business,Bednar IT Inc.,North Carolina,Blueprints,BP106,Hexacopter Drone Blueprint,13,$8.99,$1.80,$115.07
1102367,3/31/2018,Wholesale,Business,Volkman LLC,Maryland,Blueprints,BP110,Upside Down Robot Blueprint,7,$12.00,$2.40,$81.60
1102368,3/31/2018,Retail,Individual,Elisha Jandourek,District of Columbia,Training Videos,TV813,Virtual Reality Basics,1,$29.99,0,$29.99
1102369,3/31/2018,Retail,Individual,Jesse Breitenberg,Minnesota,Blueprints,BP109,QuadroCopter Blueprint ,1,$10.99,0,$10.99
1102370,4/01/2018,Wholesale,Business,Kutch Inc.,Virginia,Training Videos,TV806,Mapping with Drones,6,$49.00,$9.80,$284.20
1102371,4/01/2018,Wholesale,Business,Feil LLC,Maryland,Training Videos,TV802,AI for Educators,5,$49.95,$9.99,$239.76
1102372,4/01/2018,Retail,Business,Lemke LLC,Massachusetts,eBooks,EB509,GPS Drones,13,$19.99,0,$259.87
1102373,4/01/2018,Retail,Individual,Rhiamon Klimke,California,Training Videos,TV801,Aerial Security,1,$36.99,0,$36.99
1102374,4/01/2018,Retail,Individual,Aldwin Bolan,Maryland,Blueprints,BP101,All Eyes Drone Blueprint,1,$9.99,0,$9.99
1102375,4/01/2018,Wholesale,Business,O'Kon Inc.,Florida,Blueprints,BP104,Cat Robot Blueprint,63,$4.99,$1.00,$313.37
1102376,4/01/2018,Retail,Individual,Toby Jeff,Iowa,Training Videos,TV806,Mapping with Drones,1,$49.00,0,$49.00
1102377,4/02/2018,Wholesale,Business,Becker LLC,Missouri,Training Videos,TV804,Drone Video Techniques,8,$37.99,$7.60,$296.32
1102378,4/02/2018,Wholesale,Business,Farrell Group,Arkansas,Blueprints,BP102,Bsquare Robot Blueprint,39,$8.99,$1.80,$348.81
1102379,4/02/2018,Wholesale,Business,Boehm Inc.,Idaho,Training Videos,TV803,Cloud Computing,9,$29.99,$6.00,$263.91
1102380,4/02/2018,Retail,Individual,Modesta Mariet,North Carolina,Drone Kits,DK203,BYOD-220,1,$69.00,0,$69.00
1102381,4/02/2018,Retail,Individual,Jeffery Heaney,Texas,Robot Kits,RK605,BYOR-3000,4,$214.00,0,$856.00
1102382,4/02/2018,Retail,Individual,Corly Rysdale,Florida,Blueprints,BP102,Bsquare Robot Blueprint,1,$8.99,0,$8.99
1102383,4/02/2018,Retail,Individual,Linda  Dibbert,Massachusetts,Blueprints,BP104,Cat Robot Blueprint,1,$4.99,0,$4.99
1102384,4/03/2018,Wholesale,Business,Kub LLC,Texas,Drones,DS302,DC-304 Drone,12,$395.00,$79.00,"$4,661.00"
1102385,4/03/2018,Wholesale,Business,Quigley Inc.,Tennessee,Blueprints,BP110,Upside Down Robot Blueprint,13,$12.00,$2.40,$153.60
1102386,4/03/2018,Retail,Business,Huels Inc.,Texas,Drones,DS306,DX-145 Drone,3,$250.00,0,$750.00
1102387,4/04/2018,Retail,Individual,Milena Normanvill,North Carolina,Training Videos,TV803,Cloud Computing,1,$29.99,0,$29.99
1102388,4/04/2018,Wholesale,Business,Champlin Inc.,Florida,Blueprints,BP108,Panda Robot Blueprint,3,$7.99,$1.60,$22.37
1102389,4/04/2018,Retail,Individual,Raleigh Arlt,Pennsylvania,eBooks,EB513,Photograph Drones,1,$14.99,0,$14.99
1102390,4/04/2018,Wholesale,Business,Considine Group,Virginia,Drones,DS306,DX-145 Drone,11,$250.00,$50.00,"$2,700.00"
1102391,4/04/2018,Wholesale,Business,Schamberger Inc.,Virginia,Blueprints,BP104,Cat Robot Blueprint,8,$4.99,$1.00,$38.92
1102392,4/04/2018,Wholesale,Business,Blue Sky Kites,Colorado,Blueprints,BP101,All Eyes Drone Blueprint,7,$9.99,$2.00,$67.93
1102393,4/04/2018,Retail,Individual,Waring Gwin,Kentucky,Blueprints,BP108,Panda Robot Blueprint,1,$7.99,0,$7.99
1102394,4/04/2018,Retail,Individual,Aharon Mustill,Florida,Blueprints,BP106,Hexacopter Drone Blueprint,1,$8.99,0,$8.99
1102395,4/04/2018,Wholesale,Business,Abernathy LLC,Virginia,eBooks,EB502,Building Your First Robot,8,$24.95,$4.99,$194.61
1102396,4/04/2018,Retail,Individual,Alice Gibson-Reynolds,Virginia,Robots,RS704,RLK-9920 Robot,1,$699.00,0,$699.00
1102397,4/05/2018,Wholesale,Business,Witting Innovations,Kentucky,Training Videos,TV811,Understanding Drone Regulations,6,$27.50,$5.50,$159.50
1102398,4/05/2018,Wholesale,Business,Auer Inc.,Maryland,Blueprints,BP104,Cat Robot Blueprint,8,$4.99,$1.00,$38.92
1102399,4/06/2018,Wholesale,Business,Herzog Group,California,Drone Kits,DK202,BYOD-200,13,$58.95,$11.79,$754.56
1102400,4/06/2018,Wholesale,Business,MacGyver Group,Ohio,Robot Kits,RK603,BYOR-1500,6,$189.00,$37.80,"$1,096.20"
1102401,4/06/2018,Retail,Individual,Krishnah Sitch,Pennsylvania,Drones,DS307,MICR-564K Drone,1,$499.00,0,$499.00
